colony_id,prot_ug,prot_ug.cm2,timepoint
ACR-414,9711.79324052883,316.17684551465845,OCTOBER
ACR-415,9380.112140525187,320.20301426263677,OCTOBER
ACR-416,14928.113770103962,434.79947004535904,OCTOBER
ACR-417,17830.17934466584,516.5350604922289,OCTOBER
ACR-418,17659.59655986428,594.0577845351515,OCTOBER
ACR-420,13014.299962299196,490.8841132347525,OCTOBER
ACR-421,13568.194933640092,482.51882219770073,OCTOBER
ACR-422,20319.667144482984,495.47035435917337,OCTOBER
ACR-423,7270.963911354414,383.9370615580633,OCTOBER
ACR-424,11615.957181954447,494.66782344455487,OCTOBER
ACR-425,18277.917210299947,466.0615036449025,OCTOBER
ACR-426,11295.7180596197,458.68747506343317,OCTOBER
ACR-427,11263.396334777928,350.12857548367606,OCTOBER
ACR-428,9942.504032725206,393.848867664101,OCTOBER
ACR-429,14416.837734754234,505.4743547481962,OCTOBER
ACR-430,18763.104841194232,517.6024694311807,OCTOBER
ACR-431,12833.576306663868,469.82353929840804,OCTOBER
ACR-432,12639.029576647376,454.9775972714458,OCTOBER
ACR-433,13955.390605330409,402.48128900681536,OCTOBER
ACR-434,15840.5591831553,463.88168984338404,OCTOBER
ACR-435,6985.903337751535,366.49161605957977,OCTOBER
ACR-436,16042.467234153071,499.16819540383335,OCTOBER
ACR-437,11367.75714137282,446.47958199507246,OCTOBER
ACR-438,10441.432898882791,510.51569717614893,OCTOBER
ACR-439,21171.430177220966,579.1003316131241,OCTOBER
ACR-446,13152.60099943591,355.8501795851961,OCTOBER
ACR-447,10149.779244491336,384.1816907025948,OCTOBER
ACR-448,7884.998133659923,380.34914922445785,OCTOBER
ACR-449,17009.617972322267,519.7621000076435,OCTOBER
ACR-451,11810.333707808608,432.3637192242911,OCTOBER
ACR-456,6387.082102209332,360.825074121131,OCTOBER
ACR-457,9430.01660771948,383.4078759432323,OCTOBER
ACR-458,12437.258009875179,418.8171282367862,OCTOBER
ACR-459,16399.404019226266,420.14918986363824,OCTOBER
ACR-460,8061.359094256119,354.495197373173,OCTOBER
ACR-461,8751.354719066407,439.1669617127954,OCTOBER
ACR-462,10968.67412970177,393.53459036420145,OCTOBER
ACR-463,15568.193779896035,537.109851631038,OCTOBER
ACR-464,12377.306520093283,418.1040713800843,OCTOBER
ACR-465,22687.172551010517,937.743303487895,OCTOBER
