colony_id,prot_ug,prot_ug.cm2,timepoint
ACR-414,15660.175392368976,509.83219402804,OCTOBER
ACR-415,16001.88582905064,546.2463560762617,OCTOBER
ACR-416,29749.112568129538,866.479086249111,OCTOBER
ACR-417,34548.25924997045,1000.8529267499154,OCTOBER
ACR-418,33057.41124976589,1112.0306414097522,OCTOBER
ACR-420,18780.238288538745,708.368536556922,OCTOBER
ACR-421,33850.69040509015,1203.8149027728564,OCTOBER
ACR-422,38312.66785434416,934.2077792544574,OCTOBER
ACR-423,10992.068993735298,580.426848675156,OCTOBER
ACR-424,19327.26466567992,823.0553707757485,OCTOBER
ACR-425,31601.011305962355,805.7818993543128,OCTOBER
ACR-426,18489.537537980912,750.8083367187517,OCTOBER
ACR-427,16710.750365123677,519.4624291554267,OCTOBER
ACR-428,19923.488912613357,789.2220634081302,OCTOBER
ACR-429,28811.291284985098,1010.1638888972648,OCTOBER
ACR-430,35284.699081339946,973.3702141630861,OCTOBER
ACR-431,28989.800623007453,1061.2856780369389,OCTOBER
ACR-432,28278.021286778127,1017.9473117477985,OCTOBER
ACR-433,28955.874233543123,835.1036467144261,OCTOBER
ACR-434,34960.86168546732,1023.808781591571,OCTOBER
ACR-435,12108.240855083604,635.2176009418536,OCTOBER
ACR-436,28859.319588951275,897.9700110673048,OCTOBER
ACR-437,23490.912219469497,922.6281436168224,OCTOBER
ACR-438,14156.063539550407,692.1361002029423,OCTOBER
ACR-439,49620.08964969963,1357.2540981067468,OCTOBER
ACR-446,44045.27509121057,1191.66688412116,OCTOBER
ACR-447,20150.13055695097,762.7073494676192,OCTOBER
ACR-448,12011.74006506953,579.4110584442118,OCTOBER
ACR-449,30982.23880742331,946.7228206822629,OCTOBER
ACR-451,20518.271965255888,751.1520502666311,OCTOBER
ACR-456,9484.719316394,535.819721054186,OCTOBER
ACR-457,18075.15441544787,734.9039614733792,OCTOBER
ACR-458,27576.05858108079,928.6070654679254,OCTOBER
ACR-459,21615.968056300888,553.7964340853889,OCTOBER
ACR-460,12447.13942425782,547.3582178069254,OCTOBER
ACR-461,14673.0926307253,736.3359978457684,OCTOBER
ACR-462,19247.65675317662,690.5683062751418,OCTOBER
ACR-463,31161.647604114303,1075.091186418692,OCTOBER
ACR-464,25470.751306779763,860.3992157086823,OCTOBER
ACR-465,13993.781799412689,578.4138655165092,OCTOBER
