colony_id,prot_ug,prot_ug.cm2,timepoint
ACR-414,6323.278887799534,385.8678479012696,AUGUST
ACR-415,11712.279037537432,443.33843615736373,AUGUST
ACR-416,6154.6735482856075,383.9026984091799,AUGUST
ACR-417,5656.195377566285,367.11822617445273,AUGUST
ACR-418,5254.783704128764,381.82726518497645,AUGUST
ACR-420,1980.477151646447,135.12539829477527,AUGUST
ACR-421,10700.060251337738,461.5301777604393,AUGUST
ACR-422,18671.9732256871,621.2152327174414,AUGUST
ACR-423,2776.0117617554306,168.73929058739566,AUGUST
ACR-424,7574.59864918005,425.2659246762082,AUGUST
ACR-425,8476.978632205237,404.2555409223228,AUGUST
ACR-426,986.7138675051028,32.23981671033408,AUGUST
ACR-427,3231.846666386762,164.42584322789838,AUGUST
ACR-428,7664.5957046727635,428.549985565637,AUGUST
ACR-429,7759.761989434151,453.9277649269078,AUGUST
ACR-430,16284.366724004203,552.9363928357341,AUGUST
ACR-431,18321.096196925784,674.9520492697692,AUGUST
ACR-432,2499.8249909393526,172.6525456327186,AUGUST
ACR-433,1730.838282467142,128.07646273470164,AUGUST
ACR-434,6529.971335386617,277.37247780348656,AUGUST
ACR-435,10406.343959276805,512.6639587043593,AUGUST
ACR-436,14953.486493247074,665.7527682257271,AUGUST
ACR-437,8030.0212176963905,411.1683819432644,AUGUST
ACR-438,12100.221334920388,468.6733112963939,AUGUST
ACR-439,7308.507306301935,328.9298399745373,AUGUST
ACR-446,9113.017303561674,407.3367653299631,AUGUST
ACR-447,13596.28064952004,580.8520501042462,AUGUST
ACR-448,16279.102976004726,622.1912985794279,AUGUST
ACR-449,6930.014740140059,357.47883936468196,AUGUST
ACR-451,14339.090155998203,510.28903321066053,AUGUST
ACR-456,11007.32654590172,555.000669406427,AUGUST
ACR-457,17489.326160432236,464.9746395860078,AUGUST
ACR-458,13515.261135903029,510.6384622130995,AUGUST
ACR-459,5729.733783059214,369.3944219271,AUGUST
ACR-460,22428.956457874534,749.8777680737912,AUGUST
ACR-461,16919.840998912106,455.1716710044258,AUGUST
ACR-462,11524.884134290784,366.87018912482256,AUGUST
ACR-463,20669.132078761,615.5829458358749,AUGUST
ACR-464,7027.066261904857,459.01541568638515,AUGUST
ACR-465,5432.323890411362,369.1745765168055,AUGUST
