colony_id,partner,species,AFDW.mg.cm2,timepoint,DW.mg.cm2
ACR-414,Host,Acropora,1.0813606536428984,SEPTEMBER,93.69261800518325
ACR-414,Sym,Acropora,0.7061947125831151,SEPTEMBER,62.04450196077098
ACR-415,Host,Acropora,1.4155069768660162,SEPTEMBER,147.03539834641097
ACR-415,Sym,Acropora,0.8835252339119797,SEPTEMBER,102.50137115116581
ACR-416,Host,Acropora,1.3771493124090326,SEPTEMBER,121.07200931889699
ACR-416,Sym,Acropora,0.7074198573216898,SEPTEMBER,80.39536752289979
ACR-417,Host,Acropora,2.2057070049249248,SEPTEMBER,192.41977364387017
ACR-417,Sym,Acropora,0.5727098889980702,SEPTEMBER,136.20520230958084
ACR-418,Host,Acropora,1.345045283053683,SEPTEMBER,104.34562406978834
ACR-418,Sym,Acropora,0.5081282180425115,SEPTEMBER,69.32263755874855
ACR-420,Host,Acropora,1.576027840025483,SEPTEMBER,122.38420077667362
ACR-420,Sym,Acropora,0.5783588403763381,SEPTEMBER,80.90777489792553
ACR-421,Host,Acropora,1.7407084754758264,SEPTEMBER,188.22062275835614
ACR-421,Sym,Acropora,0.8501986659166133,SEPTEMBER,138.13191256160684
ACR-422,Host,Acropora,1.6582377777130557,SEPTEMBER,162.0429956381183
ACR-422,Sym,Acropora,0.5446001964699734,SEPTEMBER,115.50710833701109
ACR-423,Host,Acropora,1.8555924332811997,SEPTEMBER,143.77299343882902
ACR-423,Sym,Acropora,0.9388980517115247,SEPTEMBER,98.30516357649758
ACR-424,Host,Acropora,2.078563592570235,SEPTEMBER,214.86048869623104
ACR-424,Sym,Acropora,0.6718589390126203,SEPTEMBER,156.2643113302467
ACR-425,Host,Acropora,1.1890788472040652,SEPTEMBER,182.0661099978323
ACR-425,Sym,Acropora,0.5804317084657221,SEPTEMBER,123.25574816622867
ACR-426,Host,Acropora,1.4823860687983665,SEPTEMBER,140.20003151585126
ACR-426,Sym,Acropora,0.7007643234319421,SEPTEMBER,94.06143893635205
ACR-427,Host,Acropora,1.3070168130275905,SEPTEMBER,98.00977608032721
ACR-427,Sym,Acropora,0.5463565776979947,SEPTEMBER,64.5623915901145
ACR-428,Host,Acropora,1.0454970985993717,SEPTEMBER,130.80136178405166
ACR-428,Sym,Acropora,0.7490128467577631,SEPTEMBER,85.94672745596343
ACR-429,Host,Acropora,1.8636420155203988,SEPTEMBER,156.49128115438307
ACR-429,Sym,Acropora,1.268584389512086,SEPTEMBER,107.87638092846682
ACR-430,Host,Acropora,2.129555340587698,SEPTEMBER,176.41648613429962
ACR-430,Sym,Acropora,1.071647203650604,SEPTEMBER,127.2429924601225
ACR-431,Host,Acropora,1.6185804554342689,SEPTEMBER,101.98119817594554
ACR-431,Sym,Acropora,0.5121478456001154,SEPTEMBER,67.44310704870321
ACR-432,Host,Acropora,1.4518785793450188,SEPTEMBER,117.91340258745065
ACR-432,Sym,Acropora,1.0600123220072493,SEPTEMBER,78.1883131475465
ACR-433,Host,Acropora,1.2876654671735985,SEPTEMBER,100.7423229279848
ACR-433,Sym,Acropora,0.5925540202922374,SEPTEMBER,67.77450559788925
ACR-434,Host,Acropora,1.1165678122747302,SEPTEMBER,118.78496533243494
ACR-434,Sym,Acropora,1.0102280206295216,SEPTEMBER,92.34243678494211
ACR-435,Host,Acropora,0.7291871427100362,SEPTEMBER,57.05433649741834
ACR-435,Sym,Acropora,0.30990453565175796,SEPTEMBER,36.18591195698551
ACR-436,Host,Acropora,1.7352007776542364,SEPTEMBER,108.73410739736178
ACR-436,Sym,Acropora,0.7609176743491368,SEPTEMBER,71.93345517130683
ACR-437,Host,Acropora,1.184822583553326,SEPTEMBER,89.0819032163718
ACR-437,Sym,Acropora,0.5361621388200946,SEPTEMBER,56.49808537816696
ACR-438,Host,Acropora,1.6341883179825785,SEPTEMBER,191.77903775408132
ACR-438,Sym,Acropora,1.3367293207767972,SEPTEMBER,144.02646375820012
ACR-439,Host,Acropora,0.7165468474702742,SEPTEMBER,133.75636692358873
