colony_id,chla.ug.cm2,chlc2.ug.cm2,timepoint
ACR-414,1.3701028184943136,0.2405199595404647,APRIL
ACR-415,2.210762588691184,0.32380891921694144,APRIL
ACR-416,1.8060125092993164,0.32112081399150777,APRIL
ACR-417,2.137387785501333,0.34112901697268394,APRIL
ACR-418,1.2284253482940826,0.26009872272670265,APRIL
ACR-420,1.214028767102528,0.5285744588134716,APRIL
ACR-421,1.3777536958500394,0.1484781204599724,APRIL
ACR-422,2.0791902448792396,0.3612168140155503,APRIL
ACR-423,1.7141235939487514,0.33965843505874826,APRIL
ACR-424,1.719707743325448,0.31734231742598784,APRIL
ACR-425,1.4309995693670603,0.2696609535618871,APRIL
ACR-426,1.3197038593467338,0.2822103982932971,APRIL
ACR-427,0.9098093550290018,0.18727904792810765,APRIL
ACR-428,1.7006672272196521,0.2784203988548937,APRIL
ACR-429,2.086473117128789,0.4628816069148135,APRIL
ACR-430,3.1550103483759826,0.5054814713758375,APRIL
ACR-431,3.144361479826638,0.678344814031708,APRIL
ACR-433,1.0189495303373441,0.26287832159778074,APRIL
ACR-434,0.5798194489313718,0.17230814692856278,APRIL
ACR-435,2.682109153634225,0.49139713778719024,APRIL
ACR-436,1.1325646842104342,0.19603452377282543,APRIL
ACR-437,1.3392690310299826,0.16695084267398852,APRIL
ACR-438,1.4425799347127224,0.2466123497343708,APRIL
ACR-439,1.9497239487481361,0.3191940849914918,APRIL
ACR-446,1.9684989553980128,0.5025252927761483,APRIL
ACR-447,1.0439350604296482,0.1293019669306312,APRIL
ACR-448,1.7970875371590314,0.4626665213169869,APRIL
ACR-449,2.0269018246852357,0.42916289249905926,APRIL
ACR-451,2.3657320492614597,0.497392227258631,APRIL
ACR-456,1.982949007271148,0.44049927001822436,APRIL
ACR-457,2.2354280370924835,0.4601500657081438,APRIL
ACR-458,2.9792752435377032,0.5650667463764268,APRIL
ACR-459,0.9253717184768854,0.21349707124983386,APRIL
ACR-460,2.147455472776448,0.3114740256130958,APRIL
ACR-461,1.9736420413167748,0.4119434674913767,APRIL
ACR-462,0.6240360500822161,0.05533463929142683,APRIL
ACR-463,2.713866244885384,0.5403198264573453,APRIL
ACR-464,2.6894897902588553,0.40673065072092,APRIL
ACR-465,1.8745877319158246,0.24964677598634413,APRIL
