colony_id,prot_ug,prot_ug.cm2,timepoint
ACR-414,4455.227741089305,389.41444391036816,APRIL
ACR-415,12864.090921948657,601.0453709660699,APRIL
ACR-416,8741.596084889861,583.7167513923952,APRIL
ACR-417,12693.347141773933,697.8467070486824,APRIL
ACR-418,6763.379435186171,545.2181473447918,APRIL
ACR-420,4308.686727344522,468.7762994049724,APRIL
ACR-421,4056.3009309181834,457.3059515890418,APRIL
ACR-422,10863.896269554487,619.1455672275149,APRIL
ACR-423,10990.067270301355,615.0715192323169,APRIL
ACR-424,8322.029026415625,593.9349998716007,APRIL
ACR-425,8125.391474547992,542.5699230730781,APRIL
ACR-426,6631.656671655655,305.26562123252154,APRIL
ACR-427,4896.468796635168,416.2887283613662,APRIL
ACR-428,5815.2286356742825,572.6233746281869,APRIL
ACR-429,8645.509515470274,603.1874801594984,APRIL
ACR-430,14103.305402546799,658.9448472459533,APRIL
ACR-431,20156.184647112157,914.2962537051764,APRIL
ACR-433,7518.773422577542,502.0632335402323,APRIL
ACR-434,3634.792014024035,425.189597017801,APRIL
ACR-435,21642.38699883619,711.9014668849431,APRIL
ACR-436,6523.402588754667,735.4461316492107,APRIL
ACR-437,2934.8265455892433,404.0670995283814,APRIL
ACR-438,3969.710416587024,447.5437672173233,APRIL
ACR-439,19777.183664321157,694.6020004749691,APRIL
ACR-446,6559.994545044905,557.7186132771585,APRIL
ACR-447,3452.367331265279,455.18291679377637,APRIL
ACR-448,8165.6824790313385,502.15829158669476,APRIL
ACR-449,7423.97912419362,598.4712498845388,APRIL
ACR-451,11069.797369494228,642.6498557272631,APRIL
ACR-456,8826.638791060723,602.3202732933332,APRIL
ACR-457,6307.658810542822,686.260371716043,APRIL
ACR-458,6899.429750236886,620.4811714986802,APRIL
ACR-459,10452.972952014925,413.8295139045789,APRIL
ACR-460,19035.126213289983,753.5939358227906,APRIL
ACR-461,8742.172406628515,686.9395926741025,APRIL
ACR-462,3561.3211381063884,387.46445257186747,APRIL
ACR-463,13051.42472402962,910.5832314095351,APRIL
ACR-464,9261.410048940776,766.4478021870792,APRIL
ACR-465,12600.911705330658,745.4447823991436,APRIL
