colony_id,prot_ug,prot_ug.cm2,timepoint
ACR-414,17990.965712625162,865.2711722311349,FEB
ACR-415,10096.765565397607,671.3265592869881,FEB
ACR-416,27481.371242529996,1112.0287595318441,FEB
ACR-417,38744.88099972379,1136.3332388269635,FEB
ACR-418,21021.539131281217,1147.5987307370788,FEB
ACR-420,15488.07821682976,952.4576687002083,FEB
ACR-421,16917.81065104477,806.1820598077954,FEB
ACR-422,34541.272789237904,1188.9822933589455,FEB
ACR-423,26180.139425468187,1406.9997145605862,FEB
ACR-424,15269.63448626771,853.048119361473,FEB
ACR-425,28198.98107060168,1032.3320739774626,FEB
ACR-426,32037.43991642885,1336.357401163972,FEB
ACR-427,16465.291372943928,892.6023547312841,FEB
ACR-428,14086.81803871484,1168.893373590003,FEB
ACR-429,25041.729491564263,985.1266765838918,FEB
ACR-430,27778.65303381306,1356.9804803003485,FEB
ACR-431,28523.601888922432,1097.1356022771665,FEB
ACR-432,35817.40417979601,1098.0812953847485,FEB
ACR-433,9367.442040793994,640.6289339074799,FEB
ACR-434,20408.62982180081,815.230616423593,FEB
ACR-435-419,27653.484628735503,1383.4422446483425,FEB
ACR-436,18420.0080843786,1273.7202196049016,FEB
ACR-437,20177.0182473814,1404.5787290673993,FEB
ACR-438,21512.9507531983,1164.2135837307897,FEB
ACR-439,20913.225935223236,958.4155803808545,FEB
ACR-448,26162.447443275087,1323.7460063512535,FEB
ACR-451,23072.591958234574,1264.0038765212848,FEB
ACR-456,17523.574882699624,1021.1297512315174,FEB
ACR-457,39229.42478340615,908.9588875971292,FEB
ACR-458,26204.36681948594,1180.0446309615972,FEB
ACR-459,23094.567247014213,897.1843296497982,FEB
ACR-460,12160.768099361101,861.9712699749623,FEB
ACR-461,21185.036642995183,1160.596455286176,FEB
ACR-462,10633.964141760796,720.9075727717004,FEB
ACR-464,19928.273316978026,1107.342077776075,FEB
ACR-465,31062.45746524026,1163.1601304216124,FEB
