colony_id,partner,species,AFDW.mg.cm2,timepoint,DW.mg.cm2
ACR-414,Host,Acropora,1.4410392366976734,FEB,18.625597460053807
ACR-414,Sym,Acropora,0.5764156946790652,FEB,10.268712137749523
ACR-415,Host,Acropora,0.4853716619498516,FEB,26.36100038537746
ACR-415,Sym,Acropora,0.3191484900492156,FEB,14.704234764867445
ACR-416,Host,Acropora,2.511853744077732,FEB,41.27614034066042
ACR-416,Sym,Acropora,1.1309917381711243,FEB,34.964842258279354
ACR-417,Host,Acropora,1.4501161218600909,FEB,59.92174567987576
ACR-417,Sym,Acropora,0.6374571894047227,FEB,35.56063802996652
ACR-418,Host,Acropora,1.8370061796207273,FEB,31.433823424238312
ACR-418,Sym,Acropora,0.6430886417810426,FEB,21.560392884975133
ACR-420,Host,Acropora,2.4367861908932666,FEB,47.03135714832344
ACR-420,Sym,Acropora,0.7207352468711515,FEB,22.49161341217181
ACR-421,Host,Acropora,1.242846150785097,FEB,16.249684772601224
ACR-421,Sym,Acropora,0.5196544365899404,FEB,8.934672956298158
ACR-422,Host,Acropora,3.2180337658265854,FEB,40.321674800926296
ACR-422,Sym,Acropora,0.985159795458826,FEB,31.413585930668127
ACR-423,Host,Acropora,2.4029847097029116,FEB,81.45009716138577
ACR-423,Sym,Acropora,0.9536698613067556,FEB,52.91000160363452
ACR-424,Host,Acropora,1.6242938947058667,FEB,38.19171648176257
ACR-424,Sym,Acropora,0.3050264717143277,FEB,31.576385044390413
ACR-425,Host,Acropora,1.6920149676574112,FEB,35.4434005930933
ACR-425,Sym,Acropora,0.6726874922126851,FEB,22.854534667398852
ACR-426,Host,Acropora,2.538823121760585,FEB,42.57643707759563
ACR-426,Sym,Acropora,1.415550833156448,FEB,20.183278834799175
ACR-427,Host,Acropora,1.4951434739831977,FEB,36.39411239390407
ACR-427,Sym,Acropora,0.6817594027850785,FEB,17.361445554893404
ACR-428,Host,Acropora,1.997690883195835,FEB,35.617708246886544
ACR-428,Sym,Acropora,1.0094251129419547,FEB,22.84088809814757
ACR-429,Host,Acropora,1.4408056177605193,FEB,23.224999770248903
ACR-429,Sym,Acropora,1.30134743578206,FEB,14.658254777713221
ACR-430,Host,Acropora,2.5694972746488425,FEB,31.18519705633216
ACR-430,Sym,Acropora,1.1206134501985598,FEB,17.045146084471842
ACR-431,Host,Acropora,1.566692196668432,FEB,56.73743215922536
ACR-431,Sym,Acropora,0.9154463533701641,FEB,35.159294230613696
ACR-432,Host,Acropora,1.9061460790913092,FEB,33.07481521458568
ACR-432,Sym,Acropora,1.251756243012431,FEB,21.81514057899479
ACR-433,Host,Acropora,0.834771850250533,FEB,26.325019705621976
ACR-433,Sym,Acropora,0.7385999781018473,FEB,12.88856961787726
ACR-434,Host,Acropora,0.9100058476518151,FEB,34.36541589216281
ACR-434,Sym,Acropora,0.5851999195873427,FEB,20.91959890016985
ACR-435-419,Host,Acropora,1.9270698061856184,FEB,78.19340880239132
ACR-435-419,Sym,Acropora,0.6371537136962648,FEB,53.701912432281844
ACR-436,Host,Acropora,1.780579872961154,FEB,44.16356700440632
ACR-436,Sym,Acropora,0.8256358711905339,FEB,27.564759408097224
ACR-437,Host,Acropora,2.6261428673160943,FEB,47.87202620078502
ACR-437,Sym,Acropora,1.1444344264725477,FEB,24.725074184581462
ACR-438,Host,Acropora,1.904913864093304,FEB,64.05381101755991
ACR-438,Sym,Acropora,0.8762603774829163,FEB,42.61617015203541
ACR-439,Host,Acropora,0.8644344942731046,FEB,42.503482189520284
ACR-439,Sym,Acropora,0.6668003653637494,FEB,28.142183392616456
ACR-448,Host,Acropora,1.0170032748407667,FEB,26.504319674618838
ACR-448,Sym,Acropora,1.7132204420949424,FEB,19.565422703889347
ACR-451,Host,Acropora,1.8383383261965787,FEB,71.1925535104804
ACR-451,Sym,Acropora,1.146624583119222,FEB,46.75220669426771
ACR-456,Host,Acropora,2.9197071104462413,FEB,64.11832400169811
ACR-456,Sym,Acropora,0.8512340379083754,FEB,28.930885652301548
ACR-457,Host,Acropora,1.4414844241752935,FEB,36.402159221668086
ACR-457,Sym,Acropora,1.0989689570204415,FEB,34.39960515182022
ACR-458,Host,Acropora,1.2847733949556566,FEB,64.1026720032065
ACR-458,Sym,Acropora,2.1042723869431534,FEB,51.745340516708694
ACR-459,Host,Acropora,0.6118604882631496,FEB,52.086372236224456
ACR-459,Sym,Acropora,0.2773767546793014,FEB,36.03081310170585
ACR-460,Host,Acropora,1.9680197924432281,FEB,40.787413982174904
ACR-460,Sym,Acropora,0.6379318614078531,FEB,20.019010624157755
ACR-461,Host,Acropora,1.6955580911390238,FEB,34.448590736320796
ACR-461,Sym,Acropora,1.015691341186342,FEB,21.332257354075082
ACR-462,Host,Acropora,1.048671865698596,FEB,25.570221585068463
ACR-462,Sym,Acropora,0.5704774949400316,FEB,15.170701582612125
ACR-464,Host,Acropora,3.0483717992285886,FEB,24.965420446143177
ACR-464,Sym,Acropora,1.1566698390948336,FEB,20.331072928839802
ACR-465,Host,Acropora,2.1100736611906385,FEB,47.12181113842445
ACR-465,Sym,Acropora,1.034067154459259,FEB,32.64679007581974
