colony_id,surface.area.cm2,timepoint
ACR-427,20.234245224581855,JUNE
ACR-437,17.69198473405524,JUNE
ACR-460,31.414065454006135,JUNE
ACR-424,14.20020526513916,JUNE
ACR-428,13.618242020319816,JUNE
ACR-449,16.497428599952368,JUNE
ACR-429,23.848543271354643,JUNE
ACR-462,25.53317371688432,JUNE
ACR-451,11.47416690782749,JUNE
ACR-438,20.509912024759444,JUNE
ACR-433,12.02550050818266,JUNE
ACR-414,17.69198473405524,JUNE
ACR-461,19.46850411297745,JUNE
ACR-417,16.52805824441655,JUNE
ACR-439,19.499133757441637,JUNE
ACR-435,55.27455849159932,JUNE
ACR-432,14.414612776388395,JUNE
ACR-418,15.547909621562916,JUNE
ACR-421,12.791241619787062,JUNE
ACR-459,13.526353086927287,JUNE
ACR-446,15.609168910491265,JUNE
ACR-431,17.38568828941348,JUNE
ACR-463,12.79124161978706,JUNE
ACR-415,22.470209270466718,JUNE
ACR-458,20.601800958151962,JUNE
ACR-426,16.436169311024017,JUNE
ACR-465,15.762317132812145,JUNE
ACR-457,13.465093797998936,JUNE
ACR-448,16.436169311024017,JUNE
ACR-464,17.232540067092597,JUNE
ACR-416,18.212688689946233,JUNE
ACR-425,11.167870463185725,JUNE
ACR-436,26.972767006700586,JUNE
ACR-422,12.454315530681125,JUNE
ACR-420,14.475872065316743,JUNE
ACR-447,15.823576421740494,JUNE
ACR-430,14.383983131924222,JUNE
ACR-423,17.11002148923589,JUNE
ACR-456,28.9943235413362,JUNE
ACR-434,17.96765153423283,JUNE
