colony_id,prot_ug,prot_ug.cm2,timepoint
ACR-414,6696.832981692376,490.65103300598435,JULY
ACR-415,9626.840572271938,590.1095180798244,JULY
ACR-416,7637.668897902229,480.81510171191053,JULY
ACR-417,22839.3593215137,879.723027029426,JULY
ACR-418,13982.274442272697,756.2746426928993,JULY
ACR-421,10701.325136175576,696.513496953561,JULY
ACR-422,24174.82500394529,819.919237444418,JULY
ACR-423,9565.877919618937,707.2030323431376,JULY
ACR-424,13256.51909610385,662.1691587077848,JULY
ACR-426,21528.987037259143,814.8303956926383,JULY
ACR-427,8184.633305728676,484.4235501824588,JULY
ACR-428,20486.456827769434,782.6309103673807,JULY
ACR-429,10318.329482116776,609.6053981186132,JULY
ACR-430,7540.168556659306,516.5068356480284,JULY
ACR-431,17184.83482530005,840.3895868986992,JULY
ACR-432,12630.26630539831,678.6498183407907,JULY
ACR-433,8947.660156222639,522.9485048777824,JULY
ACR-434,6658.685662683565,452.3284236527338,JULY
ACR-435,8885.413206493533,640.9315641464248,JULY
ACR-436,20515.785998979663,824.2597925575469,JULY
ACR-437,18007.622215120737,818.1279723583056,JULY
ACR-438,21319.192732609976,805.0236045828792,JULY
ACR-439,10860.176484669028,514.8985733067021,JULY
ACR-446,22294.511281890664,827.496014222683,JULY
ACR-447,13819.819417561092,749.972717712546,JULY
ACR-448,13143.87334002271,712.1068678736232,JULY
ACR-449,11043.945846800654,609.4623855001994,JULY
ACR-451,33823.123981363286,925.9197872664682,JULY
ACR-456,9622.667500545282,518.7529560674235,JULY
ACR-457,7406.409237952657,476.360450904663,JULY
ACR-458,30171.515303566535,794.6394897473486,JULY
ACR-460,10795.960660948029,622.064199367594,JULY
ACR-461,22932.3822973056,887.4942927990443,JULY
ACR-462,19125.882214252037,764.6538865217797,JULY
ACR-463,28885.259440460897,1064.858427691211,JULY
ACR-464,15599.545179007138,788.859798284876,JULY
ACR-465,18201.375251236885,968.4337498992854,JULY
