colony_id,chla.ug.cm2,chlc2.ug.cm2,timepoint
ACR-414,0.9866078064223962,0.16272407379508833,JULY
ACR-415,2.9754835869638425,0.6207378204690749,JULY
ACR-416,1.5815817754912644,0.061914395459529155,JULY
ACR-417,2.445260799186472,0.3798630412715617,JULY
ACR-418,2.182911158407724,0.39742920910002405,JULY
ACR-420,1.9350717876202972,0.38960002636168883,JULY
ACR-421,2.484269625028688,0.6511106621361196,JULY
ACR-422,2.3452665093804286,0.718013221966346,JULY
ACR-423,3.6273820212056807,0.587261026601257,JULY
ACR-424,1.8969777899202604,0.4048016080871088,JULY
ACR-425,2.4603385983593773,0.617583518695955,JULY
ACR-426,2.754014094576889,0.34649899039169113,JULY
ACR-427,1.2110391505546358,0.13257878659624348,JULY
ACR-428,3.3866507693112857,1.2997038314309044,JULY
ACR-429,2.6969153257835274,0.7981503635030316,JULY
ACR-430,1.777411677370997,0.1445981308211608,JULY
ACR-431,2.3474437714856653,0.28992435719795373,JULY
ACR-432,3.4279242572720974,1.108458147889585,JULY
ACR-433,1.5187675742944862,0.3197322109409172,JULY
ACR-434,1.2278227108992266,0.2188723503163161,JULY
ACR-435,2.454097108002421,0.6105337627934755,JULY
ACR-436,1.5275558954260393,0.0504822203448636,JULY
ACR-437,3.2760409720245356,0.5882803361560018,JULY
ACR-438,3.794656771612998,0.9417188156418391,JULY
ACR-439,1.0812565917057084,0.001852016451867529,JULY
ACR-446,1.9501607943564663,0.3287044335395992,JULY
ACR-447,2.7305995629451925,0.32438982435074076,JULY
ACR-448,2.1173518518366157,0.12872658418852423,JULY
ACR-449,2.335575723400029,0.510169949682077,JULY
ACR-451,3.087032895016824,0.7498970123083272,JULY
ACR-456,0.887718345069306,-0.04035124227190281,JULY
ACR-457,1.6494768294188658,0.4416670901197144,JULY
ACR-458,3.2253710883778868,0.6928779289361591,JULY
ACR-459,0.7278347687741001,0.09778861799696736,JULY
ACR-460,1.4145611472082915,0.6481179482083421,JULY
ACR-461,2.727697990428556,0.8029068463985369,JULY
ACR-462,2.3985586218902624,0.4609900625639811,JULY
ACR-463,2.5353568504269384,0.8860138836637873,JULY
ACR-464,2.1566483840078337,0.27816336169724903,JULY
ACR-465,2.251198912693657,0.5189042624386134,JULY
