Pan.ID,colony_id,partner,timepoint,initial.mass.g,dry.pan.mass.g,burnt.pan.mass.g
62,ACR-414,Host,OCTOBER,1.1358,1.2029,1.1916
10,ACR-414,Sym,OCTOBER,1.1335,1.1606,1.1508
38,ACR-415,Host,OCTOBER,1.1427,1.2051,1.1953
73,ACR-415,Sym,OCTOBER,1.1272,1.1493,1.1424
13,ACR-416,Host,OCTOBER,1.1447,1.1876,1.1772
49,ACR-416,Sym,OCTOBER,1.1434,1.1683,1.1567
52,ACR-417,Host,OCTOBER,1.1332,1.1928,1.1833
31,ACR-417,Sym,OCTOBER,1.144,1.1629,1.1584
77,ACR-418,Host,OCTOBER,1.1288,1.1911,1.1803
35,ACR-418,Sym,OCTOBER,1.1391,1.1595,1.1545
17,ACR-420,Host,OCTOBER,1.1231,1.1875,1.1753
27,ACR-420,Sym,OCTOBER,1.144,1.1639,1.1585
41,ACR-421,Host,OCTOBER,1.136,1.1923,1.186
59,ACR-421,Sym,OCTOBER,1.1294,1.1516,1.1457
48,ACR-422,Host,OCTOBER,1.1495,1.2124,1.2012
60,ACR-422,Sym,OCTOBER,1.1541,1.1783,1.171
45,ACR-423,Host,OCTOBER,1.1314,1.1899,1.1812
25,ACR-423,Sym,OCTOBER,1.1439,1.1642,1.1591
83,ACR-424,Host,OCTOBER,1.138,1.1996,1.1894
18,ACR-424,Sym,OCTOBER,1.1483,1.1673,1.1628
1,ACR-425,Host,OCTOBER,1.1417,1.202,1.1921
70,ACR-425,Sym,OCTOBER,1.1399,1.1621,1.1554
29,ACR-426,Host,OCTOBER,1.1152,1.1802,1.1687
8,ACR-426,Sym,OCTOBER,1.1422,1.167,1.1586
84,ACR-427,Host,OCTOBER,1.1551,1.2183,1.209
72,ACR-427,Sym,OCTOBER,1.1293,1.1508,1.1447
24,ACR-428,Host,OCTOBER,1.1471,1.2072,1.1981
21,ACR-428,Sym,OCTOBER,1.1346,1.1544,1.1492
3,ACR-429,Host,OCTOBER,1.1472,1.2047,1.1966
22,ACR-429,Sym,OCTOBER,1.1392,1.1597,1.1533
82,ACR-430,Host,OCTOBER,1.1346,1.1977,1.187
30,ACR-430,Sym,OCTOBER,1.1534,1.1749,1.1679
79,ACR-431,Host,OCTOBER,1.1516,1.2121,1.2028
47,ACR-431,Sym,OCTOBER,1.1426,1.1626,1.1568
46,ACR-432,Host,OCTOBER,1.1315,1.1908,1.1813
39,ACR-432,Sym,OCTOBER,1.1256,1.1457,1.1404
37,ACR-433,Host,OCTOBER,1.1256,1.185,1.1772
61,ACR-433,Sym,OCTOBER,1.1451,1.1631,1.1595
44,ACR-434,Host,OCTOBER,1.1499,1.2122,1.2029
50,ACR-434,Sym,OCTOBER,1.143,1.1645,1.1594
75,ACR-435,Host,OCTOBER,1.1326,1.1909,1.1824
42,ACR-435,Sym,OCTOBER,1.1238,1.1462,1.1407
80,ACR-436,Host,OCTOBER,1.1372,1.2046,1.1907
63,ACR-436,Sym,OCTOBER,1.1348,1.162,1.1528
23,ACR-437,Host,OCTOBER,1.1431,1.2038,1.195
40,ACR-437,Sym,OCTOBER,1.127,1.1498,1.1449
78,ACR-438,Host,OCTOBER,1.1454,1.208,1.1983
71,ACR-438,Sym,OCTOBER,1.1372,1.1585,1.1549
57,ACR-439,Host,OCTOBER,1.1406,1.1997,1.1901
58,ACR-439,Sym,OCTOBER,1.1443,1.166,1.1596
51,ACR-446,Host,OCTOBER,1.1307,1.1921,1.1817
74,ACR-446,Sym,OCTOBER,1.1354,1.1564,1.1503
20,ACR-447,Host,OCTOBER,1.1373,1.2066,1.1944
15,ACR-447,Sym,OCTOBER,1.1366,1.1691,1.1553
4,ACR-448,Host,OCTOBER,1.1294,1.1873,1.1786
54,ACR-448,Sym,OCTOBER,1.1388,1.1576,1.1525
36,ACR-449,Host,OCTOBER,1.1326,1.1885,1.1846
64,ACR-449,Sym,OCTOBER,1.1219,1.142,1.1372
53,ACR-451,Host,OCTOBER,1.1242,1.1995,1.1833
69,ACR-451,Sym,OCTOBER,1.1425,1.1734,1.1596
11,ACR-456,Host,OCTOBER,1.1455,1.2024,1.1948
43,ACR-456,Sym,OCTOBER,1.1285,1.1456,1.1427
7,ACR-457,Host,OCTOBER,1.1362,1.1962,1.1884
76,ACR-457,Sym,OCTOBER,1.133,1.1545,1.1478
81,ACR-458,Host,OCTOBER,1.1398,1.1982,1.1905
55,ACR-458,Sym,OCTOBER,1.1447,1.1635,1.1582
66,ACR-459,Host,OCTOBER,1.1297,1.1943,1.1808
68,ACR-459,Sym,OCTOBER,1.146,1.1698,1.1622
65,ACR-460,Host,OCTOBER,1.1418,1.2007,1.1912
34,ACR-460,Sym,OCTOBER,1.1474,1.1662,1.1617
9,ACR-461,Host,OCTOBER,1.133,1.1938,1.1843
32,ACR-461,Sym,OCTOBER,1.1333,1.1537,1.1481
16,ACR-462,Host,OCTOBER,1.1283,1.1902,1.1813
2,ACR-462,Sym,OCTOBER,1.1351,1.1555,1.1496
56,ACR-463,Host,OCTOBER,1.1319,1.1943,1.182
6,ACR-463,Sym,OCTOBER,1.1325,1.1539,1.1474
14,ACR-464,Host,OCTOBER,1.1233,1.1919,1.1783
5,ACR-464,Sym,OCTOBER,1.1283,1.1585,1.1449
12,ACR-465,Host,OCTOBER,1.141,1.202,1.1915
67,ACR-465,Sym,OCTOBER,1.1468,1.1686,1.1623
