colony_id,chla.ug.cm2,chlc2.ug.cm2,timepoint,host_prot_ug.cm2,holobiont_prot_ug.cm2,surface.area.cm2,cells.cm2,Host_AFDW.mg.cm2,Sym_AFDW.mg.cm2,Host_DW.mg.cm2,Sym_DW.mg.cm2,code,holobiont_mgprot,host_mgprot,host_mgafdw,sym_mgafdw,cells,cells.holobiont.mgprot,chla.ug.holobiont.mgprot,chlc2.ug.holobiont.mgprot,holobiont_prot_mg.cm2,host_prot_mg.cm2,chla.ug.cell,chlc2.ug.cell,Total_Chl_cm2
ACR-437,1.3392690310299826,0.16695084267398852,APRIL,404.0670995283814,374.04435125118994,7.263215809984805,314369.47394491785,2.051432918,0.416344506,61.2662506,28.30564386,ACR-437 - APRIL,2.7167648456431523,2.9348265455892433,14.900000003140864,3.0239999983795136,2283333.3333333335,840460.4237260695,3.5805086390158984,0.4463396977271085,0.37404435125118995,0.4040670995283814,4.260175182481752e-6,5.310656934306566e-7,1.5062198737039711
ACR-438,1.4425799347127224,0.2466123497343708,APRIL,447.5437672173233,968.1679347006775,8.869993746688394,450394.90602702287,1.973507592,0.26178147,56.76751465,32.0245998,ACR-438 - APRIL,8.587643526539226,3.9697104165870236,17.50500000008207,2.3220000018988953,3994999.9999999995,465203.2874506102,1.490010031326555,0.2547206335754286,0.9681679347006775,0.4475437672173233,3.202922403003755e-6,5.475469336670839e-7,1.6891922844470932
ACR-439,1.9497239487481361,0.3191940849914918,APRIL,694.6020004749691,1043.1376433272167,28.472684574472154,736231.946979612,1.264369712,0.666955023,52.02262351,43.78863527,ACR-439 - APRIL,29.700929086214078,19.777183664321154,35.9999999952922,18.989999995238822,20962500,705786.0021533774,1.8690955706758412,0.3059942156563181,1.0431376433272166,0.6946020004749691,2.64824686940966e-6,4.3355098389982124e-7,2.268918033739628
ACR-446,1.9684989553980128,0.5025252927761483,APRIL,557.7186132771585,612.2980974973826,11.762194032754852,894390.95892351,2.497833305,0.685586378,33.46824571,18.89919511,ACR-446 - APRIL,7.201969028650863,6.559994545044905,29.379999994887328,8.064000004249612,10520000,1460711.641239965,3.214935606437071,0.8207199970571465,0.6122980974973826,0.5577186132771585,2.2009378960709756e-6,5.618631178707221e-7,2.471024248174161
ACR-447,1.0439350604296482,0.1293019669306312,APRIL,455.18291679377637,636.1651428100256,7.584571397325522,428878.17550299125,2.456302278,0.446168916,100.8890232,55.10265223,ACR-447 - APRIL,4.825039946132426,3.4523673312652794,18.63000000090432,3.3839999986693337,3252857.1428571427,674161.702114925,1.6409812329837015,0.20325220328716426,0.6361651428100256,0.45518291679377637,2.434106280193237e-6,3.014888010540172e-7,1.1732370273602795
ACR-448,1.7970875371590314,0.4626665213169869,APRIL,502.15829158669476,700.1011796454311,16.26117225552489,692856.9779364283,1.940204525,0.781001505,33.96065126,21.29059299,ACR-448 - APRIL,11.38446587851053,8.16568247903134,31.54999999197385,12.700000004629183,11266666.666666668,989652.6360480186,2.5668968849176532,0.6608566515361481,0.7001011796454311,0.5021582915866948,2.5937352071005913e-6,6.677662721893493e-7,2.2597540584760183
ACR-449,2.0269018246852357,0.42916289249905926,APRIL,598.4712498845388,820.7560842070064,12.40490520743629,696095.6053758179,2.689057227,1.154543284,53.63382379,34.50425399,ACR-449 - APRIL,10.181401423014512,7.42397912419362,33.357499998306494,14.321999995902196,8635000,848115.0719075908,2.4695544311969084,0.52288725086175325,0.8207560842070064,0.5984712498845388,2.9118152866242035e-6,6.165286624203822e-7,2.456064717184295
ACR-451,2.3657320492614597,0.497392227258631,APRIL,642.6498557272631,985.5933964075792,17.22523901754704,984601.722084852,2.177038006,1.216354675,47.42575701,24.43751286,ACR-451 - APRIL,16.97708182723654,11.069797369494228,37.50000000363401,20.95200000698575,16960000,998993.8301876396,2.400312398484397,0.5046627027652496,0.9855933964075793,0.6426498557272631,2.4027299528301894e-6,5.051709905660375e-7,2.863124276520091
ACR-456,1.982949007271148,0.44049927001822436,APRIL,602.3202732933332,767.8483138277475,14.65439431882131,522027.71629904583,1.876570222,1.023583757,37.75795764,23.606571,ACR-456 - APRIL,11.252351967873865,8.82663879106072,27.500000000146045,14.999999993418571,7650000,679857.8663235211,2.5824749127677133,0.5736800642594654,0.7678483138277474,0.6023202732933333,3.798551198257081e-6,8.438235294117648e-7,2.4234482772893724
ACR-457,2.2354280370924835,0.4601500657081438,APRIL,686.260371716043,829.8400044177752,9.19134933402911,1466596.416925753,2.996295647,0.869513247,73.96411292,46.94871061,ACR-457 - APRIL,7.627349371956032,6.307658810542822,27.539999999607776,7.992000003742939,13480000,1767324.3144679838,2.693806065255777,0.5545045590215792,0.8298400044177752,0.6862603717160429,1.5242284866468843e-6,3.13753709198813e-7,2.6955781028006274
ACR-458,2.9792752435377032,0.5650667463764268,APRIL,620.4811714986802,793.3466723542822,11.119482858073418,899322.3990393936,2.999240201,0.879537306,50.54461679,28.6632035,ACR-458 - APRIL,8.82160472375303,6.899429750236887,33.350000002264174,9.779999997103074,10000000,1133580.602752924,3.7553258207998863,0.7122570322247307,0.7933466723542822,0.6204811714986802,3.3128e-6,6.283249999999998e-7,3.54434198991413
ACR-459,0.9253717184768854,0.21349707124983386,APRIL,413.8295139045789,589.4181824831688,25.259128701064995,276533.6873914219,1.436015487,0.45029265,28.05609443,14.56938616,ACR-459 - APRIL,14.888189730090174,10.452972952014925,36.27250000285552,11.373999999493615,6984999.999999999,469163.82223977026,1.569974842951693,0.3622166359890508,0.5894181824831688,0.4138295139045789,3.3463254593175854e-6,7.720472440944878e-7,1.1388687897267191
ACR-460,2.147455472776448,0.3114740256130958,APRIL,753.5939358227906,1126.1135995838504,25.259128701064995,774802.3918381702,2.116561526,1.011515492,47.47773624,31.71249529,ACR-460 - APRIL,28.444648343908046,19.03512621328998,53.46249998895652,25.54999999554908,19570833.333333332,688032.1773260661,1.906961672046257,0.2765920114349027,1.1261135995838503,0.7535939358227907,2.77161698956781e-6,4.0200447093889726e-7,2.4589294983895438
ACR-461,1.9736420413167748,0.4119434674913767,APRIL,686.9395926741025,942.1931702549791,12.726260794777003,426283.8933983248,2.335721425,1.189666018,45.78171149,28.40268684,ACR-461 - APRIL,11.990596003722594,8.742172406628516,29.724999998498173,15.140000003751874,5425000,452437.89368900075,2.0947318486533524,0.4372176327492327,0.9421931702549792,0.6869395926741025,4.629877112135176e-6,9.663594470046086e-7,2.3855855088081515
ACR-462,0.6240360500822161,0.05533463929142683,APRIL,387.46445257186747,482.16128353180943,9.19134933402911,286743.0515123546,1.908316109,1.009645011,42.13853548,21.5976994,ACR-462 - APRIL,4.431712792284718,3.561321138106388,17.539999997574174,9.279999999460664,2635555.555555555,594703.6008614685,1.2942475296049911,0.11476375474634362,0.4821612835318094,0.38746445257186746,2.1762900505902197e-6,1.9297639123102758e-7,0.6793706893736429
ACR-463,2.713866244885384,0.5403198264573453,APRIL,910.5832314095351,1245.4218178806047,14.333038731480592,1071766.214719481,3.31053316,0.457125675,58.82824402,33.9824659,ACR-463 - APRIL,17.850679152713678,13.051424724029621,47.450000004130835,6.5520000049292095,15361666.666666666,860564.8297886398,2.1790739538381483,0.4338448377087483,1.2454218178806047,0.9105832314095351,2.5321438645980258e-6,5.041396332863189e-7,3.2541860713427293
ACR-464,2.6894897902588553,0.40673065072092,APRIL,766.4478021870792,1012.9919308317601,12.083549620095582,984809.9585083568,2.857190237,1.047705384,47.2133618,29.61381475,ACR-464 - APRIL,12.240538260962005,9.261410048940773,34.525000002842155,12.659999994805295,11900000,972179.4700770584,2.654996262458414,0.40151420592951464,1.01299193083176,0.7664478021870792,2.7309733893557425e-6,4.130042016806724e-7,3.096220440979775
ACR-465,1.8745877319158246,0.24964677598634413,APRIL,745.4447823991436,1045.5878431448186,16.903883430206342,605753.3096232634,2.179602702,0.948007011,51.8080655,28.42482924,ACR-465 - APRIL,17.674495016560886,12.600911705330656,36.84374999877077,16.02500000496234,10239583.333333334,579342.3418173426,1.792855324596755,0.23876212565314509,1.0455878431448187,0.7454447823991436,3.094638860630722e-6,4.121261444557474e-7,2.1242345079021687
ACR-414,1.078984886,0.723798305,AUGUST,405.021378258739,886.7400295866521,16.387161879881333,1293695.6475683218,1.52558449,0.707871203,288.774837,207.9493707,ACR-414 - AUGUST,14.53115241020723,6.637150890338606,24.999999999066205,11.599999993667339,21200000,1458934.5291780382,1.2167995692074052,0.8162463414867983,0.8867400295866521,0.405021378258739,8.340330185295899e-7,5.594811317178643e-7,1.802783191
ACR-415,2.044585798,0.655907223,AUGUST,448.5041969351954,629.7052135134032,26.418370441899015,1179482.2874684525,1.977790421,0.719196517,173.4314011,124.4739908,ACR-415 - AUGUST,16.6357855997922,11.848750019380422,52.24999999841741,19.00000000662952,31160000,1873070.5450056547,3.2468935529251115,1.0416099611759673,0.6297052135134033,0.4485041969351954,1.7334603662326607e-6,5.560975607423385e-7,2.7004930209999998
ACR-416,2.04480302,0.731398382,AUGUST,393.5679126202486,586.6953400655356,16.031858004096897,1977208.9626313378,1.621770851,0.713579174,171.7081077,117.5384662,ACR-416 - AUGUST,9.405816383596008,6.30962489009664,25.999999998415387,11.439999992248753,31698333.333333336,3370077.8370090304,3.4852893492755355,1.246640857788815,0.5866953400655356,0.3935679126202486,1.0341866027547767e-6,3.699145592717877e-7,2.776201402
ACR-417,0.980803336,0.299295517,AUGUST,366.57213824397036,525.1095931328219,15.407013257027696,699681.360699995,3.350746776,0.572466568,62.60298371,31.00665859,ACR-417 - AUGUST,8.090370462789807,5.64778179358184,51.62499999877481,8.820000002381146,10780000,1332448.254326629,1.8678069279757272,0.569967718956328,0.5251095931328219,0.36657213824397034,1.4017857143125223e-6,4.277597400916473e-7,1.2800988530000001
ACR-418,1.395745698,0.4684425,AUGUST,385.0948379061932,618.9525542461041,13.762201349301446,1204264.7039294026,1.729374494,0.709188868,91.01741562,51.90012716,ACR-418 - AUGUST,8.51814967719931,5.299752697841633,23.799999994774304,9.759999996099165,16573333.33333333,1945649.4616073114,2.2550124212671596,0.7568310313713332,0.6189525542461041,0.3850948379061932,1.1590024132118237e-6,3.889863237471929e-7,1.864188198
ACR-420,0.611305348,0.17045493,AUGUST,139.0781451133613,212.7136115274598,14.65658696765539,569539.1443056642,0.652437025,0.288607437,14.03464534,-6.738267253,ACR-420 - AUGUST,3.117655546556278,2.038410929154176,9.562499997830853,4.229999999902624,8347500.000000001,2677492.7105788006,2.873842174980349,0.8013353201799948,0.2127136115274598,0.1390781451133613,1.0733333329445753e-6,2.99285714957845e-7,0.781760278
ACR-421,2.019107674,0.799709756,AUGUST,471.37702090551386,852.1631561400648,23.18387998648202,1034123.7106980913,1.947473849,0.978265934,220.6414544,158.8172472,ACR-421 - AUGUST,19.756448340852998,10.92834828105886,45.14999999202821,22.680000008719738,23975000,1213527.835892636,2.3693909545980554,0.9384467636718111,0.8521631561400648,0.47137702090551387,1.9524817515662503e-6,7.733211681803053e-7,2.8188174299999997
ACR-422,2.294154327,0.676552334,AUGUST,630.6460374017744,1115.2274755682479,30.057172204243116,1994948.1472357272,2.48692723,1.102898163,283.4884946,210.9296895,ACR-422 - AUGUST,33.52058428005816,18.95543654610868,74.75000001153133,33.15000000903439,59962500,1788826.2179150763,2.0571178322440877,0.6066496287273344,1.1152274755682479,0.6306460374017744,1.1499819332040606e-6,3.39132791465009e-7,2.9707066610000004
ACR-423,1.01596457,0.412781907,AUGUST,171.58957879273044,255.0433312343489,16.451484133256102,527814.5888236476,0.714221277,0.565298542,21.18653838,1.343343848,ACR-423 - AUGUST,4.195841317094671,2.8229032329407024,11.750000006199413,9.299999994265807,8683333.333333332,2069509.4683289733,3.983497882822397,1.6184775543913814,0.2550433312343489,0.17158957879273043,1.9248512479814235e-6,7.820585405188902e-7,1.428746477
ACR-424,1.373117475,0.469630745,AUGUST,421.4067425299496,604.091855228007,17.811440347465528,1246389.9362950139,1.4709647,0.610843356,71.6561926,39.83619439,ACR-424 - AUGUST,10.759746043783428,7.505861056591962,26.200000007277524,10.879999997039649,22200000,2063245.722497913,2.2730276250484023,0.7774161179887844,0.604091855228007,0.4214067425299496,1.101675675496621e-6,3.767927927884367e-7,1.8427482199999998
ACR-425,3.243065631,3.938544764,AUGUST,422.4378378621541,734.669581361134,20.969356691722076,1231956.4073003428,1.877740008,0.667640892,296.7544542,217.8893739,ACR-425 - AUGUST,15.405548502119752,8.858249702211365,39.375000002069065,14.000000006327495,25833333.333333332,1676885.0086563781,4.414318645113251,5.360974326312784,0.7346695813611339,0.4224378378621541,2.632451612558854e-6,3.196983871069562e-6,7.181610395
ACR-426,2.795061664,0.772686091,AUGUST,43.071161852393296,696.0208566984136,30.605442840151866,1802620.5432852427,1.646765912,1.18802398,138.7416618,98.86084694,ACR-426 - AUGUST,21.302026545236828,1.3182119821323526,50.39999999082656,36.36000001261973,55170000,2589894.4348248458,4.015772856661827,1.1101478979599106,0.6960208566984136,0.0430711618523933,1.5505546491254625e-6,4.2864600310822696e-7,3.567747755
ACR-427,0.749093951,0.295583721,AUGUST,167.4608048141646,245.1693500321021,19.655344944208924,542346.1165529313,0.526574325,0.323576107,33.50488134,12.64490655,ACR-427 - AUGUST,4.818888144628466,3.2914998832572473,10.349999996638976,6.359999998789256,10660000.000000002,2212128.540871513,3.05541435298464,1.2056308056504483,0.2451693500321021,0.1674608048141646,1.3812101315689808e-6,5.450093805016707e-7,1.044677672
ACR-428,2.36036238,0.950384182,AUGUST,448.32009005344963,684.2127334199561,17.88495149417955,1455320.3200916678,2.604144608,0.565838828,318.1809021,232.4099118,ACR-428 - AUGUST,12.237111548915916,8.018183064472154,46.57499999790922,10.119999992303404,26028333.333333336,2126999.7604654655,3.449749273448931,1.3890185545796812,0.684212733419956,0.44832009005344964,1.6218851255037278e-6,6.53041236956093e-7,3.3107465620000003
ACR-429,2.502791069,0.85987875,AUGUST,459.066227280956,752.2419734769514,17.094706667003813,1517282.5427922984,1.480721518,0.994459883,151.5988283,102.0169596,ACR-429 - AUGUST,12.859355879196547,7.847602496096047,25.312500005730605,16.99999999198793,25937500,2017013.9347306543,3.327109038374718,1.1430879694542153,0.7522419734769514,0.45906622728095603,1.6495220886111577e-6,5.667228915832253e-7,3.362669819
ACR-430,3.33049523,1.039003981,AUGUST,558.9562832450702,882.1018951624967,29.45070524385244,2685278.0834455993,2.273290213,0.918144397,228.1660132,165.8574883,ACR-430 - AUGUST,25.978522909474314,16.461656742049858,66.94999999679753,27.040000007341636,79083333.33333334,3044181.288093628,3.7756355000081614,1.177872972156578,0.8821018951624967,0.5589562832450702,1.2402794520731699e-6,3.869260272912993e-7,4.369499211
ACR-431,3.37898682,1.07299258,AUGUST,677.1394467308886,1018.3706329212591,27.14429301569998,2195059.3186888658,2.901162316,0.828903519,233.6144838,169.4057752,ACR-431 - AUGUST,27.642950858598503,18.38047155455221,78.74999999161078,22.500000001480835,59583333.333333336,2155462.115391331,3.318032463590557,1.0536366086304494,1.0183706329212592,0.6771394467308887,1.5393601399429643e-6,4.888216782409829e-7,4.4519794
ACR-432,1.783245794,0.464277931,AUGUST,178.24247701184282,328.1069540247899,14.478935029763164,978564.4731084333,0.849509993,0.588441069,45.24504037,17.17667767,ACR-432 - AUGUST,4.750639270138423,2.5807612441985266,12.29999999578156,8.520000006895383,14168571.42857143,2982455.754456513,5.434952755878705,1.415020088129317,0.3281069540247899,0.17824247701184281,1.82230792452078e-6,4.7444797329010944e-7,2.2475237249999998
ACR-433,0.54527766,0.237168935,AUGUST,132.82592073067957,192.06246961584316,13.514101229141618,381268.41827181383,0.599373933,0.199791311,14.79750644,-7.484034512,ACR-433 - AUGUST,2.5955516567074404,1.7950229386083438,8.100000004670745,2.700000001556915,5152500,1985127.1257441083,2.8390640872766344,1.2348530947997143,0.19206246961584317,0.13282592073067956,1.4301673935428366e-6,6.220524009699579e-7,0.782446595
ACR-434,1.490053191,0.56605897,AUGUST,282.3430213050027,451.9007833061207,23.54224682671287,724654.7080052866,1.146874391,0.519916391,104.2253961,70.7842379,ACR-434 - AUGUST,10.638759781777578,6.6469890973622245,26.999999992158006,12.240000006175757,17060000,1603570.3737968532,3.2973016335548775,1.2526178110573176,0.45190078330612066,0.2823430213050027,2.0562250883618485e-6,7.811430240454195e-7,2.056112161
ACR-435,1.73684424,0.643822527,AUGUST,521.6886074904864,854.6901823024418,20.29856747795662,1159112.9944950105,2.035857951,1.029629309,222.4565849,159.2447351,ACR-435 - AUGUST,17.34898633821316,10.589531401626864,41.32499999390801,20.900000006018345,23528333.333333332,1356179.137769533,2.032133135449306,0.7532817625980125,0.8546901823024419,0.5216886074904864,1.4984253030108502e-6,5.554441457025451e-7,2.380666767
ACR-436,1.721557288,0.813894458,AUGUST,695.6067638281713,1077.9079858756272,22.46102037712746,1495331.2940701789,3.330213799,1.253727548,533.2972322,402.8641552,ACR-436 - AUGUST,24.210913235420882,15.624037696812245,74.79999999953006,28.16000000299405,33586666.666666664,1387253.1919832306,1.5971282433736782,0.755068585319777,1.0779079858756273,0.6956067638281713,1.1512882093934186e-6,5.442903931908232e-7,2.535451746
ACR-437,2.907439216,0.852590974,AUGUST,414.30710354308223,610.2116268372954,19.529763401905797,1819786.5109073394,1.566839258,0.761913992,127.164879,84.98618062,ACR-437 - AUGUST,11.917288697224409,8.091319707925283,30.59999999755763,14.879999996361546,35540000,2982221.955257107,4.764640803501487,1.3972053899053805,0.6102116268372954,0.41430710354308226,1.5976814854784042e-6,4.6851153632021426e-7,3.76003019
ACR-438,4.081829407,1.198677851,AUGUST,479.9356996796176,759.3433942494695,25.818029410401145,2903332.866416805,2.202917934,0.968315575,242.1505492,181.1718441,ACR-438 - AUGUST,19.604750085326636,12.390994009429818,56.87500000871212,24.999999993899497,74958333.33333333,3823478.1370376465,5.375472332954784,1.578571513333261,0.7593433942494695,0.4799356996796176,1.4059116177187274e-6,4.1286270164377247e-7,5.280507258
