colony_id,timepoint,chla.ug.cm2,chlc2.ug.cm2,host_prot_ug.cm2,holobiont_prot_ug.cm2,surface.area.cm2,cells.cm2,code,holobiont_mgprot,host_mgprot,cells,cells.holobiont.mgprot,chla.ug.holobiont.mgprot,chlc2.ug.holobiont.mgprot,holobiont_prot_mg.cm2,host_prot_mg.cm2,chla.ug.cell,chlc2.ug.cell,Total_Chl_cm2
ACR-421,JULY,2.484269625028688,0.6511106621361196,434.8517402672254,696.513496953561,15.364131754777855,1863105.6057624833,NA,10.701325136175576,6.68111943126009,28625000,2674902.3729064977,3.5667214431514784,0.9348141349506847,0.696513496953561,0.4348517402672254,1.3334024745269291e-6,3.494759825327507e-7,3.135380287164808
ACR-421,JUNE,2.9340339753507054,1.8007487610886055,465.4951166211389,NA,12.791241619787062,1211766.6494364915,NA,NA,5.954260509531944,15499999.99974197,NA,NA,NA,NA,0.4654951166211389,2.4212862903225803e-6,1.486052419354839e-6,4.7347827364393105
ACR-421,MARCH,1.86007712972684,0.5466978647569579,678.1465968527007,1011.0932483956196,NA,766181.9717803996,NA,NA,NA,NA,NA,NA,NA,1.0110932483956196,0.6781465968527006,NA,NA,2.406774994483798
ACR-421,MAY,1.1122053897728397,0.28106059961073465,186.2127316055778,NA,14.659649932101804,578685.9422865722,NA,NA,2.7298134582382,8483333.334549617,NA,NA,NA,NA,0.1862127316055778,1.921949901492617e-6,4.856876227201491e-7,1.3932659893835744
ACR-421,March,NA,NA,NA,NA,21.274319418040093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR-421,OCTOBER,3.284927379,0.875050675,482.51882219770073,1203.8149027728564,28.11951433,868169.333,NA,33.85069040918889,13.56819493528297,24412500.000160042,721181.745632378,2.7287645064316184,0.7268980247581387,1.2038149027728564,0.4825188221977007,3.7837403996392947e-6,1.0079262670753656e-6,4.159978054
ACR-421,SEPTEMBER,2.685125278,0.723731614,729.7236880077933,1036.4280830649993,35.47406178,1101227.151327355,NA,36.76631384917476,25.8862631907179,39065000,1062521.5288172502,2.590749249151331,0.6982940985733704,1.0364280830649992,0.7297236880077933,2.4383028285885495e-6,6.572046585735342e-7,3.408856892
ACR-422,APRIL,2.0791902448792396,0.3612168140155503,619.1455672275149,962.2529636139384,17.546594604887765,720700.148468315,NA,16.884262659885593,10.86389626955449,12645833.336855948,748971.6069686892,2.160752238237245,0.3753865435331334,0.9622529636139384,0.6191455672275149,2.8849588130349184e-6,5.012026357747182e-7,2.44040705889479
ACR-422,AUGUST,2.294154327,0.676552334,621.2152327174414,1984.3523701544332,30.057172204243116,1994948.1472357272,NA,59.64402090362977,18.6719732256871,59962500,1005339.6650920771,1.1561224515893096,0.3409436469931734,1.9843523701544332,0.6212152327174414,1.1499819332040606e-6,3.39132791465009e-7,2.9707066610000004
ACR-422,FEB,2.052799186127072,0.5049331200073741,791.2558978820746,1188.9822933589455,29.05112463168544,1111833.0326107612,NA,34.5412727892379,22.986873704928314,32300000.000000007,935113.1962358893,1.7265178780146444,0.424676736422128,1.1889822933589456,0.7912558978820746,1.846319659442724e-6,4.541447368421054e-7,2.557732306134446
ACR-422,JAN,2.653177548618334,0.7197982695665537,1673.2527366641957,3092.6259606803933,31.943324917751923,780679.5336493427,NA,98.78875591108849,53.449255836782,24937500,252432.57463879962,0.8579044418402999,0.23274662979553934,3.0926259606803934,1.6732527366641956,3.398548872180451e-6,9.220150375939854e-7,3.372975818184888
ACR-422,JULY,2.3452665093804286,0.718013221966346,478.48046895094615,819.919237444418,29.484397852763024,1396783.9376944911,NA,24.174825003945294,14.107708511326322,41183333.333333336,1703562.8314418937,2.8603628287711853,0.8757121301413786,0.819919237444418,0.47848046895094615,1.6790474504249294e-6,5.140474504249289e-7,3.063279731346775
ACR-422,JUNE,2.6053887309319945,1.5292891812577993,396.71467958019855,NA,12.454315530681125,705244.1631317278,NA,NA,4.940809795144853,8783333.333813692,NA,NA,NA,NA,0.39671467958019857,3.694307400379507e-6,2.1684535104364322e-6,4.134677912189794
ACR-422,MARCH,1.133901504280448,0.28155850944823047,666.4616109563841,905.0544220543779,NA,900800.3674749066,NA,NA,NA,NA,NA,NA,NA,0.9050544220543779,0.6664616109563841,NA,NA,1.4154600137286784
ACR-422,MAY,1.665313955570364,0.521960764764154,188.8508575500773,NA,14.200205265139155,639427.3763903133,NA,NA,2.6817209417086523,9079999.996891843,NA,NA,NA,NA,0.1888508575500773,2.6043832608033953e-6,8.1629405314286e-7,2.1872747203345178
ACR-422,March,NA,NA,NA,NA,12.308498531234074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR-422,OCTOBER,2.361020749,0.561375644,495.47035435917337,934.2077792544574,41.01086365,970271.3653,NA,38.312667855773846,20.31966714524124,39791666.66581763,1038603.3887175752,2.5272972473898774,0.6009109070446884,0.9342077792544574,0.49547035435917336,2.4333612568994985e-6,5.785759160546053e-7,2.922396393
ACR-422,SEPTEMBER,1.914362785,0.549662185,618.1690224687864,565.8925444042543,25.06425831,811081.9165375362,NA,14.183676908651375,15.493948058397855,20329166.666666668,1433279.0289566477,3.3829086527643746,0.9713190082379669,0.5658925444042543,0.6181690224687864,2.3602582500819505e-6,6.776900998440175e-7,2.46402497
ACR-423,APRIL,1.7141235939487514,0.33965843505874826,615.0715192323169,871.0777381132921,17.867950192228506,786324.1082831786,NA,15.564373638167368,10.990067270301354,14050000.00175233,902702.5647404499,1.967819310434281,0.38992895834352326,0.871077738113292,0.6150715192323168,2.179919928553742e-6,4.3195729531979093e-7,2.0537820290074995
ACR-423,AUGUST,1.01596457,0.412781907,168.73929058739566,592.7031807744125,16.451484133256102,527814.5888236476,NA,9.750846974240671,2.7760117617554307,8683333.333333332,890520.9317993148,1.7141203269274914,0.6964395002244943,0.5927031807744125,0.16873929058739565,1.9248512479814235e-6,7.820585405188902e-7,1.428746477
ACR-423,FEB,3.0402380716615585,2.279637764623633,957.2061109282814,1406.9997145605862,18.607068043112143,1216383.6495299758,NA,26.18013942546819,17.81079923732528,22633333.333333336,864523.02508807485,2.1607950877310884,1.6202119595564923,1.4069997145605861,0.9572061109282815,2.499407216494845e-6,1.8741108247422677e-6,5.319875836285192
ACR-423,JAN,2.861831271727489,0.7231101673501197,869.878858677333,1353.2168369687874,20.181710421081643,871746.396428099,NA,27.310230340636117,17.55564322724694,17593333.333333336,644203.0372462815,2.1148356963529995,0.5343638562537325,1.3532168369687874,0.86987885867733306,3.282871352785145e-6,8.294960212201591e-7,3.5849414390776086
ACR-423,JULY,3.6273820212056807,0.587261026601257,464.0109698655434,707.2030323431376,13.526353086927287,1827297.1663407483,NA,9.565877919618938,6.276376214608917,24716666.666666664,2583836.7240684237,5.129194665904176,0.8303994747526983,0.7072030323431375,0.4640109698655434,1.9851078894133516e-6,3.2138233310856377e-7,4.214643047806938
ACR-423,JUNE,3.3613633994331114,0.8476282457316776,569.0699233149007,NA,17.11002148923589,811658.8286061818,NA,NA,9.736798616795772,13887499.9993798,NA,NA,NA,NA,0.5690699233149007,4.141350135013502e-6,1.04431593159316e-6,4.208991645164789
ACR-423,MARCH,1.5520030225310864,0.3286109362599045,754.477769523465,939.2258821301559,NA,1066182.4401884875,NA,NA,NA,NA,NA,NA,NA,0.9392258821301559,0.754477769523465,NA,NA,1.880613958790991
ACR-423,MAY,0.7551213071192912,0.2279111142996726,156.13159682849152,NA,9.820166106761981,281490.7287887197,NA,NA,1.5332382153697788,2764285.7142187143,NA,NA,NA,NA,0.15613159682849154,2.6825796727609718e-6,8.096576227586426e-7,0.9830324214189637
