colony_id,timepoint,chla.ug.cm2,chlc2.ug.cm2,host_prot_ug.cm2,holobiont_prot_ug.cm2,surface.area.cm2,cells.cm2,code,holobiont_mgprot,host_mgprot,cells,cells.holobiont.mgprot,chla.ug.holobiont.mgprot,chlc2.ug.holobiont.mgprot,holobiont_prot_mg.cm2,host_prot_mg.cm2,chla.ug.cell,chlc2.ug.cell,Total_Chl_cm2
ACR-414,APRIL,1.3701028184943136,0.2405199595404647,389.41444391036816,6.745177112448495,11.440838445414132,321217.7163466547,NA,0.07717048162922822,4.455227741089304,3674999.9985269383,47621835.71930743,203.12332732757065,35.65806435187231,0.006745177112448495,0.38941444391036817,4.2653401377641125e-6,7.487755105042157e-7,1.6106227780347784
ACR-414,AUGUST,1.078984886,0.723798305,385.8678479012696,2242.889738226123,16.387161879881333,1293695.6475683218,NA,36.75459721903614,6.323278887799534,21200000,576798.5940278508,0.4810690724606718,0.3227079301599749,2.242889738226123,0.3858678479012696,8.340330185295899e-7,5.594811317178643e-7,1.802783191
ACR-414,FEB,1.681440892922399,0.4196688610603024,471.1225079372854,865.2711722311349,20.792286037029026,472981.9021576531,NA,17.99096571262516,9.795713943514514,9834375,546628.5221753676,1.943253105944509,0.4850142643469448,0.8652711722311349,0.4711225079372854,3.554979345408327e-6,8.872831267874166e-7,2.1011097539827013
ACR-414,JAN,1.5733997020286117,0.5215848272523101,281.5272407007267,412.000885664051,12.340634089968141,625980.7999882073,NA,5.084352174722854,3.4742246638460537,7724999.999999999,1519367.607618779,3.818923106178891,1.2659798689792499,0.412000885664051,0.28152724070072666,2.513495145631068e-6,8.332281553398062e-7,2.094984529280922
ACR-414,JULY,0.9866078064223962,0.16272407379508833,315.48794053776476,490.65103300598435,13.648871664783993,485388.1084612607,NA,6.696832981692375,4.306054412186954,6625000,989273.5891892854,2.010813674186971,0.33164930439085333,0.49065103300598434,0.31548794053776474,2.032616352201258e-6,3.35245283018868e-7,1.1493318802174846
ACR-414,JUNE,2.852598268097194,1.0506876579245161,425.5181485101007,NA,17.69198473405524,471965.1371754264,NA,NA,7.5282605875041515,8350000.001913931,NA,NA,NA,NA,0.42551814851010067,6.044086826347307e-6,2.2261976047904195e-6,3.9032859260217103
ACR-414,MARCH,1.6689407867043489,0.41574929474737676,594.7181906615704,940.138407679277,NA,313757.7950147964,NA,NA,NA,NA,NA,NA,NA,0.9401384076792769,0.5947181906615704,NA,NA,2.0846900814517255
ACR-414,MAY,0.7991533497173305,0.6459468960833267,172.10617763090397,NA,14.567760998709275,278869.2098943688,NA,NA,2.5072016621284132,4062499.999640056,NA,NA,NA,NA,0.17210617763090397,2.8656923079462134e-6,2.316307692512921e-6,1.4451002458006572
ACR-414,March,NA,NA,NA,NA,15.457783287173095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR-414,OCTOBER,1.172845761,0.347840188,316.17684551465845,509.83219402804,30.7163329,543277.7426,NA,15.66017539490267,9.711793242100121,16687499.998862112,1065601.0918175178,2.3004544921607977,0.6822640705597914,0.50983219402804,0.31617684551465847,2.158832709374463e-6,6.40262172963903e-7,1.520685949
ACR-414,SEPTEMBER,1.631684952,0.520167577,491.3159007241534,602.5424827211483,28.32080111,599162.0764572362,NA,17.06448581347125,13.914459906589254,16968750,994389.7627788073,2.7079998486266583,0.8632878044563198,0.6025424827211483,0.4913159007241534,2.7232780847011065e-6,8.681583789075573e-7,2.151852529
ACR-415,APRIL,2.210762588691184,0.32380891921694144,601.0453709660699,832.9105780898108,21.402861652976377,613235.7539207848,NA,17.826669872156796,12.864090921948659,13125000.001825223,736256.4122155512,2.6542616300555655,0.38876792747615446,0.8329105780898107,0.6010453709660699,3.605077777276439e-6,5.280333332599027e-7,2.5345715079081255
ACR-415,AUGUST,2.044585798,0.655907223,443.33843615736373,996.2396007517834,26.418370441899015,1179482.2874684525,NA,26.31902682155019,11.712279037537431,31160000,1183934.3533206172,2.052303277702585,0.6583830059606531,0.9962396007517834,0.44333843615736374,1.7334603662326607e-6,5.560975607423385e-7,2.7004930209999998
ACR-415,FEB,1.1052245188941794,0.2568081516596006,379.5644206070214,671.3265592869881,15.040021023630171,762410.281784233,NA,10.096765565397607,5.708656865751608,11466666.666666668,1135677.2218188187,1.6463292023900138,0.38253834606566883,0.671326559286988,0.3795644206070214,1.449645348837209e-6,3.368372093023254e-7,1.36203267055378
ACR-415,JAN,2.2872591746250337,0.5958664546897213,363.8785354597438,587.5942052104301,14.911478788693884,561647.8498665106,NA,8.76189852735477,5.425967063168965,8375000,955843.0714363026,3.892582932818265,1.0140781672214223,0.5875942052104302,0.36387853545974375,4.072407960199005e-6,1.060925373134329e-6,2.883125629314755
ACR-415,JULY,2.9754835869638425,0.6207378204690749,385.2438967238552,590.1095180798244,16.313650733167314,1126868.1445997949,NA,9.626840572271938,6.284734378237354,18383333.333333336,1909591.54203536,5.042256557131735,1.0519027425433043,0.5901095180798244,0.3852438967238552,2.640489573889392e-6,5.508522212148686e-7,3.5962214074329175
ACR-415,JUNE,2.812088110710031,0.9067338784068208,425.41706052122737,NA,22.470209270466718,215841.33648791778,NA,NA,9.559210377138784,4850000.0001007365,NA,NA,NA,NA,0.42541706052122735,1.3028496563573883e-5,4.200927835051546e-6,3.7188219891168517
ACR-415,MARCH,2.1136112844735306,0.5276757813344227,629.1122829159572,1099.7968582038034,NA,1000406.7427290372,NA,NA,NA,NA,NA,NA,NA,1.0997968582038034,0.6291122829159572,NA,NA,2.6412870658079535
ACR-415,MAY,2.578590432466233,0.7687346982387172,211.81542648134823,592.397613329746,19.192837312799867,841286.0696867267,NA,11.369791017128737,4.065339020797837,16146666.669022156,1420137.5068984993,4.35280354688214,1.2976667713392978,0.592397613329746,0.2118154264813482,3.0650578030210746e-6,9.137613541193833e-7,3.3473251307049505
ACR-415,March,NA,NA,NA,NA,20.63160824335867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR-415,OCTOBER,1.340812757,0.411684668,320.20301426263677,546.2463560762617,29.29426558,734785.446,NA,16.001885827005257,9.38011213932621,21524999.99944275,1345153.9544868218,2.454593503618372,0.753661170313646,0.5462463560762617,0.32020301426263675,1.8247677118525833e-6,5.602787456408058e-7,1.7524974249999998
ACR-415,SEPTEMBER,2.578063375,0.67291024,643.5964694695153,455.5185608928465,28.12596522,449021.6270937516,NA,12.811899200736653,18.101771916014382,12629166.666666668,985737.2797579083,5.659623111617726,1.477240002429432,0.4555185608928465,0.6435964694695153,5.741512701039062e-6,1.4986143192151911e-6,3.2509736150000004
ACR-416,APRIL,1.8060125092993164,0.32112081399150777,583.7167513923952,795.0488808472512,14.97574990616202,511437.9388475423,NA,11.90645320274244,8.741596084889862,7659166.664703778,643278.609866759,2.271574179658894,0.40390071821659873,0.7950488808472512,0.5837167513923952,3.5312446968031483e-6,6.278783594254095e-7,2.127133323290824
ACR-416,AUGUST,2.04480302,0.731398382,383.9026984091799,1394.039270810813,16.031858004096897,1977208.9626313378,NA,22.349039641773732,6.154673548285608,31698333.333333336,1418330.892128553,1.46681880691258,0.5246612468632952,1.394039270810813,0.3839026984091799,1.0341866027547767e-6,3.699145592717877e-7,2.776201402
ACR-416,FEB,2.3112736744197595,0.6803309837101019,814.1858243237067,1112.0287595318441,24.71282420258578,937232.6884534382,NA,27.48137124253,20.12083114474915,23161666.666666664,842813.3538992339,2.078429765964676,0.6117926158641043,1.112028759531844,0.8141858243237067,2.466061739943873e-6,7.258933582787653e-7,2.9916046581298614
ACR-416,JAN,2.2809984463639608,0.5782838731996802,308.625864104431,517.875766726106,18.446390249441777,883641.7195767215,NA,9.552938493758626,5.693033130341519,16300000.000000002,1706281.2673450732,4.404528253530609,1.1166459416617631,0.517875766726106,0.308625864104431,2.5813611963190187e-6,6.544325153374237e-7,2.8592823195636408
ACR-416,JULY,1.5815817754912644,0.061914395459529155,342.45846006293016,480.81510171191053,15.884835710668845,1047120.2621354007,NA,7.63766889790223,5.439896375828294,16633333.333333336,2177802.3577196263,3.289376248499988,0.1287696564419192,0.48081510171191055,0.3424584600629302,1.5104108216432867e-6,5.9128256513026145e-8,1.6434961709507936
ACR-416,JUNE,4.810294706684519,2.037499823975742,483.3936231738569,NA,18.212688689946233,588600.6279724095,NA,NA,8.803897573570636,10719999.999968352,NA,NA,NA,NA,0.48339362317385687,8.172425373134329e-6,3.4615998134328348e-6,6.847794530660261
ACR-416,MARCH,1.8556011818139648,0.4617269342821041,583.2403659327279,904.9383939949446,NA,712979.1547477552,NA,NA,NA,NA,NA,NA,NA,0.9049383939949446,0.5832403659327279,NA,NA,2.317328116096069
ACR-416,MAY,1.8071084439938796,0.6692775415328986,168.53256518270285,NA,14.598390643173456,478934.0715071225,NA,NA,2.46030422263319,6991666.6681865435,NA,NA,NA,NA,0.16853256518270285,3.773188318607659e-6,1.3974314657272102e-6,2.476385985526778
ACR-416,March,NA,NA,NA,NA,25.709026523342004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR-416,OCTOBER,1.810714972,0.452774313,434.79947004535904,866.479086249111,34.33333019,797694.2478,NA,29.749112570920214,14.928113771504327,27387500.00038108,920615.6968578749,2.089738807013079,0.5225449987027481,0.866479086249111,0.43479947004535907,2.2699361027033346e-6,5.676038334847323e-7,2.263489285
ACR-416,SEPTEMBER,2.342767753,0.607134395,434.38117415502325,428.85752742594696,21.55721223,158009.76321324642,NA,9.244972735154183,9.364047159976428,3406250,368443.4878912806,5.462811314194638,1.4157018500854857,0.42885752742594696,0.43438117415502325,1.4826727825914488e-5,3.842385322612155e-6,2.949902148
ACR-417,APRIL,2.137387785501333,0.34112901697268394,697.8467070486824,1086.9810650609172,18.1893057795692,757588.0116959581,NA,19.771430968994824,12.693347141773932,13779999.99967363,696965.233385644,1.9663523627079451,0.3138316093423083,1.0869810650609173,0.6978467070486825,2.821306240995704e-6,4.502830188785892e-7,2.478516802474017
ACR-417,AUGUST,0.980803336,0.299295517,367.11822617445273,881.04417502208,15.407013257027696,699681.360699995,NA,13.574259284592218,5.656195377566285,10780000,794150.1465377262,1.1132283304357808,0.3397054602767214,0.88104417502208,0.3671182261744527,1.4017857143125223e-6,4.277597400916473e-7,1.2800988530000001
ACR-417,FEB,2.4807598972071667,0.6167530286204777,817.4799119630432,1136.3332388269635,34.09640735293471,1086624.7466043097,NA,38.74488099972379,27.873128081133128,37050000,956255.3566821931,2.18312710782627,0.5427571838496528,1.1363332388269634,0.8174799119630431,2.282995951417004e-6,5.675860323886642e-7,3.0975129258276444
ACR-417,JAN,2.3332315309116747,0.7032043604747752,920.2260770894777,1640.5601280145897,20.245981538549778,647041.9809015766,NA,33.214750064664244,18.63088016804565,13099999.999999998,394403.08822123363,1.4222164071092949,0.4286367494044824,1.6405601280145898,0.9202260770894777,3.6059971374045806e-6,1.0867986641221376e-6,3.03643589138645
ACR-417,JULY,2.445260799186472,0.3798630412715617,642.2863931037975,879.723027029426,25.96198873938279,1138844.4453723917,NA,22.8393593215137,16.67503210521958,29566666.66666667,1294548.8641100426,2.7795803043185314,0.4317984520130738,0.8797230270294261,0.6422863931037975,2.147142051860203e-6,3.335512965050727e-7,2.8251238404580334
ACR-417,JUNE,2.9337510570953387,1.1084786690587076,589.1669126365572,NA,16.52805824441655,857128.3124100768,NA,NA,9.737785047740093,14166666.670452215,NA,NA,NA,NA,0.5891669126365572,3.4227676470588228e-6,1.2932470588235299e-6,4.042229726154046
ACR-417,MARCH,2.258562049578574,0.8686512059332875,718.1180366135263,1290.8664366734665,NA,1132995.3807798845,NA,NA,NA,NA,NA,NA,NA,1.2908664366734666,0.7181180366135264,NA,NA,3.1272132555118617
ACR-417,MAY,0.6776870655042341,0.17189448281555536,174.20615275653896,NA,13.311945575678058,338668.2514768314,NA,NA,2.3190228244433047,4508333.331869629,NA,NA,NA,NA,0.17420615275653895,2.0010351207975433e-6,5.075600741019411e-7,0.8495815483197895
ACR-417,March,NA,NA,NA,NA,10.701720594530485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR-417,OCTOBER,2.253245657,0.550116618,516.5350604922289,1000.8529267499154,34.51881723,1071879.136,NA,34.5482592525909,17.830179346018245,36999999.98823431,1070965.6807226704,2.2513254413083432,0.5496478086809438,1.0008529267499153,0.516535060492229,2.1021452711623637e-6,5.132263512963835e-7,2.803362275
ACR-417,SEPTEMBER,1.845583415,0.540998014,623.2144219044203,1487.1010617294548,29.07231099,421309.3862477288,NA,43.2334645401579,18.118283487058374,12248437.5,283309.18260374205,1.2410611911295661,0.3637937110816364,1.4871010617294549,0.6232144219044203,4.380589360795303e-6,1.2840872566790967e-6,2.386581429
ACR-418,APRIL,1.2284253482940826,0.26009872272670265,545.2181473447918,748.1847612178858,12.404905207436286,412471.2426292426,NA,9.281161040556226,6.763379435186172,5116666.665609207,551295.9686024974,1.641874322987369,0.34763969571275044,0.7481847612178858,0.5452181473447918,2.9782084696708796e-6,6.305863193485642e-7,1.4885240710207852
ACR-418,AUGUST,1.395745698,0.4684425,381.82726518497645,1338.64286887858,13.762201349301446,1204264.7039294026,NA,18.42267269631355,5.254783704128764,16573333.33333333,899616.1201219038,1.0426572541855446,0.34993836734993244,1.33864286887858,0.38182726518497645,1.1590024132118237e-6,3.889863237471929e-7,1.864188198
ACR-418,FEB,1.9390469141648,0.4972609223958506,853.9861231694147,1147.5987307370788,18.317848014505486,1018132.6968774656,NA,21.021539131281212,15.6431880107141,18650000,887185.276184072,1.6896558546377884,0.43330557021134936,1.1475987307370787,0.8539861231694147,1.904512957998213e-6,4.884048257372653e-7,2.4363078365606503
ACR-418,JAN,2.8739436976819,0.86444763929510815,926.5308009567907,1767.7108136815,16.389714490461195,752199.3955726572,NA,28.97227553794063,15.18557529430013,12328333.333333332,425521.7480997918,1.6257996927090799,0.4890209601053339,1.7677108136815,0.9265308009567907,3.820720562390158e-6,1.149226713532514e-6,3.738391336977008
ACR-418,JULY,2.182911158407724,0.39742920910002405,558.2470671033302,756.2746426928993,18.488355490123823,1664335.8761557029,NA,13.982274442272697,10.321070227925377,30770833.333333332,2200703.0015305434,2.8864000393229365,0.5255091029958124,0.7562746426928993,0.5582470671033302,1.3115809072444145e-6,2.3879146919431276e-7,2.5803403675077483
ACR-418,JUNE,2.626293566015725,0.9168274287923216,451.48377974795625,NA,15.547909621562916,958328.1845704477,NA,NA,7.019629003122841,14900000.001497785,NA,NA,NA,NA,0.4514837797479562,2.740494966442953e-6,9.566946308724834e-7,3.5431209948080467
ACR-418,MARCH,2.2687838976296915,0.5945160722187592,930.4553688852063,1287.0223498899827,NA,1052277.9361604154,NA,NA,NA,NA,NA,NA,NA,1.2870223498899827,0.9304553688852063,NA,NA,2.863299969848451
ACR-418,MAY,2.0162730659265002,0.6232373092366709,240.86176680790365,677.6026242023174,25.134988338850043,380943.0850127858,NA,17.031534057699435,6.054057699991477,9574999.999561932,562192.4582438519,2.975598077560699,0.9197681457777026,0.6776026242023174,0.24086176680790364,5.292845953244766e-6,1.6360378590826839e-6,2.639510375163171
ACR-418,March,NA,NA,NA,NA,10.733856153264552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR-418,OCTOBER,2.732862795,0.624430892,594.0577845351515,1112.0306414097522,29.72706868,759288.7417,NA,33.05741125145215,17.65959656076509,22571428.57246668,682794.8020725658,2.4575427090169693,0.5615230990473353,1.1120306414097523,0.5940577845351516,3.599240506162769e-6,8.223892410177693e-7,3.357293687
ACR-418,SEPTEMBER,1.740173092,0.496545884,414.26821723064967,699.4406507415154,25.092092009999998,595307.0789811758,NA,17.55042916394038,10.394856223570129,14937499.999999998,851118.7880630873,2.4879496068110236,0.7099185377252301,0.6994406507415154,0.41426821723064966,2.9231520226135695e-6,8.341004189800694e-7,2.236718976
ACR-420,APRIL,1.214028767102528,0.5285744588134716,468.7762994049724,705.5319277470766,9.191349334029107,557589.5131133745,NA,6.484790414234364,4.308686727344522,5125000.000016228,790310.8154068721,1.7207283176810966,0.7491857391930224,0.7055319277470765,0.4687762994049724,2.1772804877979833e-6,9.479634146311443e-7,1.7426032259159996
ACR-420,AUGUST,0.611305348,0.17045493,135.12539829477527,561.235195579148,14.65658696765539,569539.1443056642,NA,8.225792453314865,1.980477151646447,8347500.000000001,1014795.844579824,1.0892142061211676,0.3037138998813228,0.561235195579148,0.13512539829477527,1.0733333329445753e-6,2.99285714957845e-7,0.781760278
ACR-420,FEB,1.8257191343168022,0.4811307498044491,536.7624289938761,952.4576687002083,16.261172255524905,1039285.4669046414,NA,15.488078216829757,8.728386318163375,16900000,1091161.844833403,1.9168506846171012,0.5051465966577123,0.9524576687002083,0.5367624289938762,1.756706114398422e-6,4.6294378698224864e-7,2.3068498841212515
ACR-420,JAN,1.31925699377649,0.3413968201238429,1676.7514669618627,3131.2653250273347,41.326908068100785,484651.9520323535,NA,129.40551422423638,69.29495372818603,20029166.666666664,154778.30899817558,0.42131753679001105,0.1090283909814837,3.131265325027335,1.6767514669618626,2.722070938215104e-6,7.0441647597254e-7,1.6606538139003328
ACR-420,JULY,1.9350717876202972,0.38960002636168883,474.76558086877424,NA,14.659649932101804,1558359.17677501,NA,NA,6.959897215347199,22845000,NA,NA,NA,NA,0.47476558086877424,1.2417367038739332e-6,2.5000656598818086e-7,2.324671813981986
ACR-420,JUNE,2.9804709835810725,1.2745259774874484,514.9196640076623,NA,14.475872065316743,806514.4499442928,NA,NA,7.453911180090802,11674999.996222887,NA,NA,NA,NA,0.5149196640076623,3.6954960742326914e-6,1.580289079229122e-6,4.254996961068521
ACR-420,MARCH,1.9239064101238987,0.5740150879723064,753.3789332199568,860.8504646871218,NA,623653.9779102125,NA,NA,NA,NA,NA,NA,NA,0.8608504646871218,0.7533789332199569,NA,NA,2.497921498096205
ACR-420,MAY,1.9752397625829994,0.9619495571548909,209.88233978753635,553.6084249867026,20.724319536008682,690312.1703169802,NA,11.473157897250918,4.349668674722052,14306249.997244745,1246932.1982113281,3.5679366018146195,1.7375992014174937,0.5536084249867026,0.20988233978753634,2.8613717786201003e-6,1.393499344960381e-6,2.9371893197378904
ACR-420,March,NA,NA,NA,NA,11.344431769211912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR-420,OCTOBER,1.68661144,0.377079816,490.8841132347525,708.368536556922,26.51195997,811897.7256,NA,18.780238285204597,13.014299959988705,21525000.000841245,1146151.591580125,2.3809801719849113,0.53232151985861,0.708368536556922,0.49088411323475245,2.077369337072078e-6,4.6444250810203283e-7,2.0636912560000003
ACR-420,SEPTEMBER,1.682455506,0.528272965,505.29753764580494,955.6625809856164,21.61287963,851633.3924541457,NA,20.654620329737252,10.920934858474174,18406250,891144.4367486055,1.760512067203479,0.552781887154323,0.9556625809856164,0.505297537645805,1.9755631013383355e-6,6.203056029516171e-7,2.210728471
ACR-421,APRIL,1.3777536958500394,0.1484781204599724,457.3059515890418,252.91626000183518,8.869993746688388,699737.4342869044,NA,2.243365644652093,4.056300930918184,6206666.666448619,2766676.3468739693,5.447469829895643,0.5870643526790055,0.2529162600018352,0.4573059515890418,1.968958109628785e-6,2.1219119227383485e-7,1.5262318163100117
ACR-421,AUGUST,2.019107674,0.799709756,461.5301777604393,1137.5023409106886,23.18387998648202,1034123.7106980913,NA,26.371717756015762,10.700060251337739,23975000,909117.8747554646,1.7750360604827367,0.7030400969194923,1.1375023409106886,0.4615301777604393,1.9524817515662503e-6,7.733211681803053e-7,2.8188174299999997
ACR-421,FEB,1.440933132545738,0.50330354905625,547.9962738920103,806.1820598077954,20.98509938943345,761850.0967429358,NA,16.917810651044768,11.499756272663031,15987499.999999998,945009.9856161164,1.7873545001600208,0.6243050722019842,0.8061820598077954,0.5479962738920103,1.8913604378420642e-6,6.606333072713058e-7,1.9442366816019878
ACR-421,JAN,3.601562362473109,0.9841192506930404,1153.934998892525,2071.7642660287493,29.629564688898753,916652.0090717358,NA,61.385473340447675,34.190591696470385,27160000.000000004,442449.95634991594,1.7384035536903746,0.4750150713717272,2.071764266028749,1.1539349988925252,3.929039948453608e-6,1.0736018041237117e-6,4.585681613166149
