"","replicate_id","colony_id","timepoint","gonad.type","geometric.mean","Stage","count"
"429","Rep1","ACR-420","September","oocyte",274.9879682,"Stage IV",24
"430","Rep1","ACR-420","September","oocyte",282.4900441,"Stage IV",24
"431","Rep1","ACR-420","September","oocyte",285.0888233,"Stage IV",24
"432","Rep1","ACR-420","September","oocyte",285.2685274,"Stage IV",24
"433","Rep1","ACR-420","September","oocyte",286.1561,"Stage IV",24
"434","Rep1","ACR-420","September","oocyte",286.4430845,"Stage IV",24
"435","Rep1","ACR-420","September","oocyte",286.7185897,"Stage IV",24
"436","Rep1","ACR-420","September","oocyte",286.9920312,"Stage IV",24
"437","Rep1","ACR-420","September","oocyte",287.1971758,"Stage IV",24
"438","Rep1","ACR-420","September","oocyte",295.3851124,"Stage IV",24
"439","Rep1","ACR-420","September","oocyte",297.0556901,"Stage IV",24
"440","Rep1","ACR-420","September","oocyte",298.4035727,"Stage IV",24
"441","Rep1","ACR-420","September","oocyte",298.451434,"Stage IV",24
"442","Rep1","ACR-420","September","oocyte",298.5539889,"Stage IV",24
"443","Rep1","ACR-420","September","oocyte",309.849381,"Stage IV",24
"444","Rep1","ACR-420","September","oocyte",311.8383896,"Stage IV",24
"445","Rep1","ACR-420","September","oocyte",312.3697371,"Stage IV",24
"446","Rep1","ACR-420","September","oocyte",314.8716757,"Stage IV",24
"447","Rep1","ACR-420","September","oocyte",321.6632223,"Stage IV",24
"448","Rep1","ACR-420","September","oocyte",352.9840858,"Stage IV",24
"449","Rep2","ACR-458","September","oocyte",265.2646745,"Stage IV",19
"450","Rep2","ACR-458","September","oocyte",250.9072363,"Stage IV",19
"451","Rep2","ACR-458","September","oocyte",266.2892524,"Stage IV",19
"452","Rep2","ACR-458","September","oocyte",256.1449444,"Stage IV",19
"453","Rep2","ACR-458","September","oocyte",265.7698077,"Stage IV",19
"454","Rep2","ACR-458","September","oocyte",271.1033055,"Stage IV",19
"455","Rep2","ACR-458","September","oocyte",282.6918922,"Stage IV",19
"456","Rep2","ACR-458","September","oocyte",286.558982,"Stage IV",19
"457","Rep2","ACR-458","September","oocyte",258.9850008,"Stage IV",19
"458","Rep2","ACR-458","September","oocyte",250.4533928,"Stage IV",19
"459","Rep3","ACR-421","September","oocyte",248.4116364,"Stage IV",8
"460","Rep3","ACR-421","September","oocyte",264.6819321,"Stage IV",8
"461","Rep3","ACR-421","September","oocyte",240.695778,"Stage IV",8
"462","Rep4","ACR-430","September","oocyte",303.7025604,"Stage IV",14
"463","Rep4","ACR-430","September","oocyte",282.7640927,"Stage IV",14
"464","Rep4","ACR-430","September","oocyte",304.6028491,"Stage IV",14
"465","Rep4","ACR-430","September","oocyte",303.3637517,"Stage IV",14
"466","Rep4","ACR-430","September","oocyte",308.3769918,"Stage IV",14
"467","Rep4","ACR-430","September","oocyte",302.4269349,"Stage IV",14
"468","Rep4","ACR-430","September","oocyte",253.4668466,"Stage IV",14
"469","Rep6","ACR-461","September","oocyte",276.7462556,"Stage IV",12
"470","Rep6","ACR-461","September","oocyte",267.0415704,"Stage IV",12
"471","Rep6","ACR-461","September","oocyte",286.9974347,"Stage IV",12
"472","Rep6","ACR-461","September","oocyte",255.2390591,"Stage IV",12
"473","Rep6","ACR-461","September","oocyte",245.3689975,"Stage IV",12
"474","Rep2","ACR-459","October","oocyte",311.6113531,"Stage V",6
"475","Rep2","ACR-459","October","oocyte",319.0487119,"Stage V",6
"476","Rep2","ACR-459","October","oocyte",314.502163,"Stage V",6
"477","Rep2","ACR-459","October","oocyte",313.5812794,"Stage V",6
"478","Rep2","ACR-459","October","oocyte",328.6555405,"Stage V",6
"479","Rep2","ACR-459","October","oocyte",314.9824386,"Stage V",6
"480","Rep4","ACR-424","October","oocyte",312.2593759,"Stage V",9
"481","Rep4","ACR-424","October","oocyte",320.660764,"Stage V",9
"482","Rep4","ACR-424","October","oocyte",312.835088,"Stage V",9
"483","Rep4","ACR-424","October","oocyte",321.9845125,"Stage V",9
"484","Rep4","ACR-424","October","oocyte",318.2081131,"Stage V",9
"485","Rep5","ACR-426","October","oocyte",298.3239749,"Stage V",4
"486","Rep5","ACR-426","October","oocyte",310.6539593,"Stage V",4
"487","Rep5","ACR-426","October","oocyte",302.2416434,"Stage V",4
"488","Rep5","ACR-426","October","oocyte",311.9276765,"Stage V",4
"489","Rep1","ACR-420","September","oocyte",360.1486006,"Stage V",24
"490","Rep2","ACR-458","September","oocyte",352.7245103,"Stage V",19
"491","Rep2","ACR-458","September","oocyte",347.4352105,"Stage V",19
"492","Rep2","ACR-458","September","oocyte",313.4993612,"Stage V",19
"493","Rep3","ACR-421","September","oocyte",320.7600803,"Stage V",8
"494","Rep3","ACR-421","September","oocyte",320.1394086,"Stage V",8
"495","Rep4","ACR-430","September","oocyte",349.1070974,"Stage V",14
"496","Rep4","ACR-430","September","oocyte",314.5424342,"Stage V",14
"497","Rep4","ACR-430","September","oocyte",324.9313867,"Stage V",14
