colony_id,chla.ug.cm2,chlc2.ug.cm2,timepoint
ACR-414,1.6689407867043489,0.41574929474737676,MARCH
ACR-415,2.1136112844735306,0.5276757813344227,MARCH
ACR-416,1.8556011818139648,0.4617269342821041,MARCH
ACR-417,2.258562049578574,0.8686512059332875,MARCH
ACR-418,2.2687838976296915,0.5945160722187592,MARCH
ACR-420,1.9239064101238987,0.5740150879723064,MARCH
ACR-421,1.86007712972684,0.5466978647569579,MARCH
ACR-422,1.133901504280448,0.28155850944823047,MARCH
ACR-423,1.5520030225310864,0.3286109362599045,MARCH
ACR-424,1.4753943460854126,0.37507226166539687,MARCH
ACR-425,1.578614048627952,0.3689920797759326,MARCH
ACR-426,3.2177654024638636,0.7888998346879997,MARCH
ACR-427,1.6515913022335862,0.3809385383738446,MARCH
ACR-428,2.6068861960882663,0.6311115937645677,MARCH
ACR-429,1.9922044422218792,0.4300626403024431,MARCH
ACR-430,2.36502059003215,0.6238827610397822,MARCH
ACR-431,1.5075022225716062,0.3728450635740064,MARCH
ACR-432,4.898801361389097,1.3257529284926615,MARCH
ACR-433,2.224878629691115,0.5890923458836215,MARCH
ACR-434,1.7882312977513344,0.44487872113987503,MARCH
ACR-435,1.8406621596954331,0.570384830923585,MARCH
ACR-436,1.5802478056864806,0.5151244223365319,MARCH
ACR-437,3.011230166354741,0.7392283468344821,MARCH
ACR-438,2.2176399414848276,0.5912696430160647,MARCH
ACR-439,1.9858066509009609,0.45773100267647476,MARCH
ACR-446,1.9334363273885093,0.589411248982072,MARCH
ACR-447,0.8638810106150586,0.22915813425755524,MARCH
ACR-448,1.6368330570649903,0.31269221977474787,MARCH
ACR-449,2.145341439135214,0.5305008738326815,MARCH
ACR-451,1.54192449612477,0.40428607588744736,MARCH
ACR-456,1.6712214947514277,0.4659994274406711,MARCH
ACR-457,2.2669519874140325,0.6191768437978453,MARCH
ACR-458,3.0868054530885534,0.7530837981587567,MARCH
ACR-459,1.4208920617454273,0.3383607761989237,MARCH
ACR-460,1.385523570601476,0.49681745448198156,MARCH
ACR-461,2.3094610982649755,0.7838603190063657,MARCH
ACR-462,2.0592675398836837,0.5742012638939196,MARCH
ACR-463,1.3365623005167429,0.30941757633219846,MARCH
ACR-464,1.83103629714486,0.4902818025934119,MARCH
ACR-465,2.560086071281932,2.315081907081238,MARCH
