colony_id,prot_ug,prot_ug.cm2,timepoint
ACR-414,14532.455765854254,940.138407679277,MARCH
ACR-415,22690.577925737554,1099.7968582038034,MARCH
ACR-416,23265.08517320655,904.9383939949446,MARCH
ACR-417,13814.491930136619,1290.8664366734665,MARCH
ACR-418,13814.712769755595,1287.0223498899827,MARCH
ACR-420,9765.859360137423,860.8504646871218,MARCH
ACR-421,21510.320727792165,1011.0932483956196,MARCH
ACR-422,11139.861024543214,905.0544220543779,MARCH
ACR-423,15574.739341163331,939.2258821301559,MARCH
ACR-424,14339.530831455504,1018.72530735386,MARCH
ACR-425,22660.74502370892,946.5020160817807,MARCH
ACR-426,17626.586063834628,1067.0972341005609,MARCH
ACR-427,23367.785809376135,1049.269796345558,MARCH
ACR-428,19941.51243497969,927.543771706652,MARCH
ACR-429,23975.23334534135,980.3519994641956,MARCH
ACR-430,23275.418739110974,1121.1584792434805,MARCH
ACR-431,9464.659140634265,959.3017487119173,MARCH
ACR-432,39755.38767521778,1250.8519985767743,MARCH
ACR-433,19404.4296093227,1068.692388368775,MARCH
ACR-434,10296.266850449607,1082.3700446462444,MARCH
ACR-435,14890.893307878277,936.0819597415873,MARCH
ACR-436,14564.403347133039,734.5290641147594,MARCH
ACR-437,16671.56004543281,1023.2151896647299,MARCH
ACR-438,18353.135979257066,1094.0544079325136,MARCH
ACR-439,27663.275801540403,1298.3518765414387,MARCH
ACR-446,21677.848454204708,1023.6064676656822,MARCH
ACR-447,12946.246172842448,296.8741519133004,MARCH
ACR-448,14521.925216579915,918.4538082549032,MARCH
ACR-449,21997.497167955906,1120.2975509986506,MARCH
ACR-451,13294.52312826279,1026.5082127571814,MARCH
ACR-456,15217.720112154515,900.24994404311,MARCH
ACR-457,13927.855361988655,880.8812610766661,MARCH
ACR-458,12765.937553180796,839.8257018717698,MARCH
ACR-459,23285.616712767944,1215.744990194466,MARCH
ACR-460,9915.59347531715,964.1806351392491,MARCH
ACR-461,41596.105016827496,1164.0053602239327,MARCH
ACR-462,10675.55186344127,772.5343696215969,MARCH
ACR-463,18443.44016968378,1208.2198817618091,MARCH
ACR-464,17138.497441762014,1019.694847275576,MARCH
ACR-465,13490.198415260558,1110.5035797528626,MARCH
