colony_id,prot_ug,prot_ug.cm2,timepoint
ACR-414,9193.024908186244,594.7181906615704,MARCH
ACR-415,12979.598162207054,629.1122829159572,MARCH
ACR-416,14994.542037248197,583.2403659327279,MARCH
ACR-417,7685.098581730772,718.1180366135263,MARCH
ACR-418,9987.37408664651,930.4553688852063,MARCH
ACR-420,8546.655904275458,753.3789332199568,MARCH
ACR-421,14427.107313701217,678.1465968527007,MARCH
ACR-422,8203.141759580549,666.4616109563841,MARCH
ACR-423,12511.148619946005,754.477769523465,MARCH
ACR-424,8037.077724063984,570.9792440847161,MARCH
ACR-425,13697.36831791246,572.1165263699223,MARCH
ACR-426,12917.267606891719,781.9994459240311,MARCH
ACR-427,13319.139459243459,598.0614022185605,MARCH
ACR-428,13238.714541740432,615.775120299,MARCH
ACR-429,12471.931533742136,509.97972950534273,MARCH
ACR-430,18165.62532556182,875.0237790691481,MARCH
ACR-431,4788.231981565118,485.31692952715537,MARCH
ACR-432,27170.127397066335,854.8730157998596,MARCH
ACR-433,16416.031481371603,904.1073736553069,MARCH
ACR-434,6476.244655697246,680.7994896539553,MARCH
ACR-435,11713.577955956553,736.3472950811163,MARCH
ACR-436,14088.450413897917,710.5252478045852,MARCH
ACR-437,8351.365557038722,512.564155311059,MARCH
ACR-438,9770.491311991718,582.4317489737017,MARCH
ACR-439,21352.2669864926,1002.1501469751012,MARCH
ACR-446,11082.005120665122,523.2812721327417,MARCH
ACR-447,8574.756701589231,196.6302501637261,MARCH
ACR-448,10302.874295883772,651.6156771157498,MARCH
ACR-449,17222.55758661571,877.1174710878128,MARCH
ACR-451,8599.134057226782,663.963772689056,MARCH
ACR-457,8240.055057525311,521.1505936673991,MARCH
ACR-458,11050.78044850332,726.9916061968139,MARCH
ACR-459,15056.300899683183,786.0913720019059,MARCH
ACR-460,6634.406317731591,645.1218591328636,MARCH
ACR-461,24452.56124726682,684.2686917803496,MARCH
ACR-462,8336.279844722943,603.2533753019777,MARCH
ACR-463,12302.832639470216,805.9519731806568,MARCH
ACR-464,11692.758447576787,695.6879142963072,MARCH
ACR-465,7986.387387556824,657.433753764671,MARCH
