"","calibrated","logger","Date","Time"
"17015",6113.6,1,2022-07-01,"12:50:00"
"17016",10848.1,1,2022-07-01,"13:00:00"
"17017",6446.4,1,2022-07-01,"13:10:00"
"17018",5901.9,1,2022-07-01,"13:20:00"
"17019",6826.4,1,2022-07-01,"13:30:00"
"17020",5516.8,1,2022-07-01,"13:40:00"
"17021",9873.2,1,2022-07-01,"13:50:00"
"17022",9492.1,1,2022-07-01,"14:00:00"
"17023",9310.6,1,2022-07-01,"14:10:00"
"17024",8909.4,1,2022-07-01,"14:20:00"
"17025",6388.9,1,2022-07-01,"14:30:00"
"17026",6523,1,2022-07-01,"14:40:00"
"17027",5343.4,1,2022-07-01,"14:50:00"
"17028",2267.4,1,2022-07-01,"15:00:00"
"17029",2253.3,1,2022-07-01,"15:10:00"
"17030",2500.3,1,2022-07-01,"15:20:00"
"17031",2468,1,2022-07-01,"15:30:00"
"17032",2031.5,1,2022-07-01,"15:40:00"
"17033",2609.2,1,2022-07-01,"15:50:00"
"17034",2298.7,1,2022-07-01,"16:00:00"
"17035",1318.7,1,2022-07-01,"16:10:00"
"17036",1368.1,1,2022-07-01,"16:20:00"
"17037",1105,1,2022-07-01,"16:30:00"
"17038",574.7,1,2022-07-01,"16:40:00"
"17039",499.1,1,2022-07-01,"16:50:00"
"17040",402.3,1,2022-07-01,"17:00:00"
"17041",371,1,2022-07-01,"17:10:00"
"17042",223.8,1,2022-07-01,"17:20:00"
"17043",131.1,1,2022-07-01,"17:30:00"
"17044",44.4,1,2022-07-01,"17:40:00"
"17045",7.1,1,2022-07-01,"17:50:00"
"17046",1,1,2022-07-01,"18:00:00"
"17047",0,1,2022-07-01,"18:10:00"
"17048",0,1,2022-07-01,"18:20:00"
"17049",0,1,2022-07-01,"18:30:00"
"17050",0,1,2022-07-01,"18:40:00"
"17051",0,1,2022-07-01,"18:50:00"
"17052",0,1,2022-07-01,"19:00:00"
"17053",0,1,2022-07-01,"19:10:00"
"17054",0,1,2022-07-01,"19:20:00"
"17055",0,1,2022-07-01,"19:30:00"
"17056",0,1,2022-07-01,"19:40:00"
"17057",0,1,2022-07-01,"19:50:00"
"17058",0,1,2022-07-01,"20:00:00"
"17059",0,1,2022-07-01,"20:10:00"
"17060",0,1,2022-07-01,"20:20:00"
"17061",0,1,2022-07-01,"20:30:00"
"17062",0,1,2022-07-01,"20:40:00"
"17063",0,1,2022-07-01,"20:50:00"
"17064",0,1,2022-07-01,"21:00:00"
"17065",0,1,2022-07-01,"21:10:00"
"17066",0,1,2022-07-01,"21:20:00"
"17067",0,1,2022-07-01,"21:30:00"
"17068",0,1,2022-07-01,"21:40:00"
"17069",0,1,2022-07-01,"21:50:00"
"17070",0,1,2022-07-01,"22:00:00"
"17071",0,1,2022-07-01,"22:10:00"
"17072",0,1,2022-07-01,"22:20:00"
"17073",0,1,2022-07-01,"22:30:00"
"17074",0,1,2022-07-01,"22:40:00"
"17075",0,1,2022-07-01,"22:50:00"
"17076",0,1,2022-07-01,"23:00:00"
"17077",0,1,2022-07-01,"23:10:00"
"17078",0,1,2022-07-01,"23:20:00"
"17079",0,1,2022-07-01,"23:30:00"
"17080",0,1,2022-07-01,"23:40:00"
"17081",0,1,2022-07-01,"23:50:00"
"17082",0,1,2022-07-02,NA
"17083",0,1,2022-07-02,"00:10:00"
"17084",0,1,2022-07-02,"00:20:00"
"17085",0,1,2022-07-02,"00:30:00"
"17086",0,1,2022-07-02,"00:40:00"
"17087",0,1,2022-07-02,"00:50:00"
"17088",0,1,2022-07-02,"01:00:00"
"17089",0,1,2022-07-02,"01:10:00"
"17090",0,1,2022-07-02,"01:20:00"
"17091",0,1,2022-07-02,"01:30:00"
"17092",0,1,2022-07-02,"01:40:00"
"17093",0,1,2022-07-02,"01:50:00"
"17094",0,1,2022-07-02,"02:00:00"
"17095",0,1,2022-07-02,"02:10:00"
"17096",0,1,2022-07-02,"02:20:00"
"17097",0,1,2022-07-02,"02:30:00"
"17098",0,1,2022-07-02,"02:40:00"
"17099",0,1,2022-07-02,"02:50:00"
"17100",0,1,2022-07-02,"03:00:00"
"17101",0,1,2022-07-02,"03:10:00"
"17102",0,1,2022-07-02,"03:20:00"
"17103",0,1,2022-07-02,"03:30:00"
"17104",0,1,2022-07-02,"03:40:00"
"17105",0,1,2022-07-02,"03:50:00"
"17106",0,1,2022-07-02,"04:00:00"
"17107",0,1,2022-07-02,"04:10:00"
"17108",0,1,2022-07-02,"04:20:00"
"17109",0,1,2022-07-02,"04:30:00"
"17110",0,1,2022-07-02,"04:40:00"
"17111",0,1,2022-07-02,"04:50:00"
"17112",0,1,2022-07-02,"05:00:00"
"17113",0,1,2022-07-02,"05:10:00"
"17114",0,1,2022-07-02,"05:20:00"
"17115",0,1,2022-07-02,"05:30:00"
"17116",0,1,2022-07-02,"05:40:00"
"17117",0,1,2022-07-02,"05:50:00"
"17118",0,1,2022-07-02,"06:00:00"
"17119",0,1,2022-07-02,"06:10:00"
"17120",9.1,1,2022-07-02,"06:20:00"
"17121",45.4,1,2022-07-02,"06:30:00"
"17122",138.1,1,2022-07-02,"06:40:00"
"17123",278.3,1,2022-07-02,"06:50:00"
"17124",394.2,1,2022-07-02,"07:00:00"
"17125",581.7,1,2022-07-02,"07:10:00"
"17126",661.4,1,2022-07-02,"07:20:00"
"17127",883.2,1,2022-07-02,"07:30:00"
"17128",905.4,1,2022-07-02,"07:40:00"
"17129",1278.4,1,2022-07-02,"07:50:00"
"17130",1926.6,1,2022-07-02,"08:00:00"
"17131",3175.8,1,2022-07-02,"08:10:00"
"17132",3728.3,1,2022-07-02,"08:20:00"
"17133",4478.4,1,2022-07-02,"08:30:00"
"17134",6005.8,1,2022-07-02,"08:40:00"
"17135",4457.2,1,2022-07-02,"08:50:00"
"17136",5296,1,2022-07-02,"09:00:00"
"17137",7859.8,1,2022-07-02,"09:10:00"
"17138",5236.5,1,2022-07-02,"09:20:00"
"17139",5413,1,2022-07-02,"09:30:00"
"17140",5310.1,1,2022-07-02,"09:40:00"
"17141",5324.2,1,2022-07-02,"09:50:00"
"17142",5506.7,1,2022-07-02,"10:00:00"
"17143",5830.3,1,2022-07-02,"10:10:00"
"17144",4338.2,1,2022-07-02,"10:20:00"
"17145",5061.1,1,2022-07-02,"10:30:00"
"17146",7041.2,1,2022-07-02,"10:40:00"
"17147",7632,1,2022-07-02,"10:50:00"
"17148",8520.2,1,2022-07-02,"11:00:00"
"17149",10166.6,1,2022-07-02,"11:10:00"
"17150",10209.9,1,2022-07-02,"11:20:00"
"17151",10272.4,1,2022-07-02,"11:30:00"
"17152",10351.1,1,2022-07-02,"11:40:00"
"17153",10688.8,1,2022-07-02,"11:50:00"
"17154",8283.3,1,2022-07-02,"12:00:00"
"17155",5449.3,1,2022-07-02,"12:10:00"
"17156",11462.1,1,2022-07-02,"12:20:00"
"17157",8968.8,1,2022-07-02,"12:30:00"
"17158",10257.3,1,2022-07-02,"12:40:00"
"17159",10414.6,1,2022-07-02,"12:50:00"
"17160",9850,1,2022-07-02,"13:00:00"
"17161",9728,1,2022-07-02,"13:10:00"
"17162",9473.9,1,2022-07-02,"13:20:00"
"17163",9560.6,1,2022-07-02,"13:30:00"
"17164",9444.7,1,2022-07-02,"13:40:00"
"17165",9043.4,1,2022-07-02,"13:50:00"
"17166",8754.1,1,2022-07-02,"14:00:00"
"17167",8575.6,1,2022-07-02,"14:10:00"
"17168",7891.1,1,2022-07-02,"14:20:00"
"17169",7352.7,1,2022-07-02,"14:30:00"
"17170",4998.6,1,2022-07-02,"14:40:00"
"17171",5047,1,2022-07-02,"14:50:00"
"17172",6987.7,1,2022-07-02,"15:00:00"
"17173",4486.4,1,2022-07-02,"15:10:00"
"17174",3623.4,1,2022-07-02,"15:20:00"
"17175",3515.5,1,2022-07-02,"15:30:00"
"17176",3302.8,1,2022-07-02,"15:40:00"
"17177",4029.7,1,2022-07-02,"15:50:00"
"17178",3497.4,1,2022-07-02,"16:00:00"
"17179",1518.3,1,2022-07-02,"16:10:00"
"17180",1343.9,1,2022-07-02,"16:20:00"
"17181",1710.9,1,2022-07-02,"16:30:00"
"17182",1364.1,1,2022-07-02,"16:40:00"
"17183",729.9,1,2022-07-02,"16:50:00"
"17184",872.1,1,2022-07-02,"17:00:00"
"17185",612,1,2022-07-02,"17:10:00"
"17186",339.8,1,2022-07-02,"17:20:00"
"17187",178.4,1,2022-07-02,"17:30:00"
"17188",65.5,1,2022-07-02,"17:40:00"
"17189",15.1,1,2022-07-02,"17:50:00"
"17190",1,1,2022-07-02,"18:00:00"
"17191",0,1,2022-07-02,"18:10:00"
"17192",0,1,2022-07-02,"18:20:00"
"17193",0,1,2022-07-02,"18:30:00"
"17194",0,1,2022-07-02,"18:40:00"
"17195",0,1,2022-07-02,"18:50:00"
"17196",0,1,2022-07-02,"19:00:00"
"17197",0,1,2022-07-02,"19:10:00"
"17198",0,1,2022-07-02,"19:20:00"
"17199",0,1,2022-07-02,"19:30:00"
"17200",0,1,2022-07-02,"19:40:00"
"17201",0,1,2022-07-02,"19:50:00"
"17202",0,1,2022-07-02,"20:00:00"
"17203",0,1,2022-07-02,"20:10:00"
"17204",0,1,2022-07-02,"20:20:00"
"17205",0,1,2022-07-02,"20:30:00"
"17206",0,1,2022-07-02,"20:40:00"
"17207",0,1,2022-07-02,"20:50:00"
"17208",0,1,2022-07-02,"21:00:00"
"17209",0,1,2022-07-02,"21:10:00"
"17210",0,1,2022-07-02,"21:20:00"
"17211",0,1,2022-07-02,"21:30:00"
"17212",0,1,2022-07-02,"21:40:00"
"17213",0,1,2022-07-02,"21:50:00"
"17214",0,1,2022-07-02,"22:00:00"
"17215",0,1,2022-07-02,"22:10:00"
"17216",0,1,2022-07-02,"22:20:00"
"17217",0,1,2022-07-02,"22:30:00"
"17218",0,1,2022-07-02,"22:40:00"
"17219",0,1,2022-07-02,"22:50:00"
"17220",0,1,2022-07-02,"23:00:00"
"17221",0,1,2022-07-02,"23:10:00"
"17222",0,1,2022-07-02,"23:20:00"
"17223",0,1,2022-07-02,"23:30:00"
"17224",0,1,2022-07-02,"23:40:00"
"17225",0,1,2022-07-02,"23:50:00"
"17226",0,1,2022-07-03,NA
"17227",0,1,2022-07-03,"00:10:00"
"17228",0,1,2022-07-03,"00:20:00"
"17229",0,1,2022-07-03,"00:30:00"
"17230",0,1,2022-07-03,"00:40:00"
"17231",0,1,2022-07-03,"00:50:00"
"17232",0,1,2022-07-03,"01:00:00"
"17233",0,1,2022-07-03,"01:10:00"
"17234",0,1,2022-07-03,"01:20:00"
"17235",0,1,2022-07-03,"01:30:00"
"17236",0,1,2022-07-03,"01:40:00"
"17237",0,1,2022-07-03,"01:50:00"
"17238",0,1,2022-07-03,"02:00:00"
"17239",0,1,2022-07-03,"02:10:00"
"17240",0,1,2022-07-03,"02:20:00"
"17241",0,1,2022-07-03,"02:30:00"
"17242",0,1,2022-07-03,"02:40:00"
"17243",0,1,2022-07-03,"02:50:00"
"17244",0,1,2022-07-03,"03:00:00"
"17245",0,1,2022-07-03,"03:10:00"
"17246",0,1,2022-07-03,"03:20:00"
"17247",0,1,2022-07-03,"03:30:00"
"17248",0,1,2022-07-03,"03:40:00"
"17249",0,1,2022-07-03,"03:50:00"
"17250",0,1,2022-07-03,"04:00:00"
"17251",0,1,2022-07-03,"04:10:00"
"17252",0,1,2022-07-03,"04:20:00"
"17253",0,1,2022-07-03,"04:30:00"
"17254",0,1,2022-07-03,"04:40:00"
"17255",0,1,2022-07-03,"04:50:00"
"17256",0,1,2022-07-03,"05:00:00"
"17257",0,1,2022-07-03,"05:10:00"
"17258",0,1,2022-07-03,"05:20:00"
"17259",0,1,2022-07-03,"05:30:00"
"17260",0,1,2022-07-03,"05:40:00"
"17261",0,1,2022-07-03,"05:50:00"
"17262",0,1,2022-07-03,"06:00:00"
"17263",0,1,2022-07-03,"06:10:00"
"17264",9.1,1,2022-07-03,"06:20:00"
"17265",49.4,1,2022-07-03,"06:30:00"
"17266",154.3,1,2022-07-03,"06:40:00"
"17267",311.5,1,2022-07-03,"06:50:00"
"17268",519.2,1,2022-07-03,"07:00:00"
"17269",786.4,1,2022-07-03,"07:10:00"
"17270",1122.1,1,2022-07-03,"07:20:00"
"17271",1497.2,1,2022-07-03,"07:30:00"
"17272",1857.1,1,2022-07-03,"07:40:00"
"17273",2375.3,1,2022-07-03,"07:50:00"
"17274",2867.3,1,2022-07-03,"08:00:00"
"17275",3343.1,1,2022-07-03,"08:10:00"
"17276",3759.5,1,2022-07-03,"08:20:00"
"17277",4276.7,1,2022-07-03,"08:30:00"
"17278",4725.4,1,2022-07-03,"08:40:00"
"17279",5159.9,1,2022-07-03,"08:50:00"
"17280",5716.4,1,2022-07-03,"09:00:00"
"17281",6130.8,1,2022-07-03,"09:10:00"
"17282",6639.9,1,2022-07-03,"09:20:00"
"17283",7045.2,1,2022-07-03,"09:30:00"
"17284",7440.4,1,2022-07-03,"09:40:00"
"17285",7849.7,1,2022-07-03,"09:50:00"
"17286",8281.3,1,2022-07-03,"10:00:00"
"17287",8575.6,1,2022-07-03,"10:10:00"
"17288",8691.6,1,2022-07-03,"10:20:00"
"17289",9022.3,1,2022-07-03,"10:30:00"
"17290",9304.6,1,2022-07-03,"10:40:00"
"17291",9566.7,1,2022-07-03,"10:50:00"
"17292",9762.3,1,2022-07-03,"11:00:00"
"17293",9999.2,1,2022-07-03,"11:10:00"
"17294",10140.3,1,2022-07-03,"11:20:00"
"17295",10177.7,1,2022-07-03,"11:30:00"
"17296",9717.9,1,2022-07-03,"11:40:00"
"17297",10239.2,1,2022-07-03,"11:50:00"
"17298",10102,1,2022-07-03,"12:00:00"
"17299",10029.4,1,2022-07-03,"12:10:00"
"17300",10456.9,1,2022-07-03,"12:20:00"
"17301",10412.6,1,2022-07-03,"12:30:00"
"17302",10367.2,1,2022-07-03,"12:40:00"
"17303",9993.2,1,2022-07-03,"12:50:00"
"17304",10443.8,1,2022-07-03,"13:00:00"
"17305",10420.6,1,2022-07-03,"13:10:00"
"17306",10658.6,1,2022-07-03,"13:20:00"
"17307",9356,1,2022-07-03,"13:30:00"
"17308",8616,1,2022-07-03,"13:40:00"
"17309",9057.6,1,2022-07-03,"13:50:00"
"17310",8812.6,1,2022-07-03,"14:00:00"
"17311",8444.6,1,2022-07-03,"14:10:00"
"17312",8085.7,1,2022-07-03,"14:20:00"
"17313",7779.2,1,2022-07-03,"14:30:00"
"17314",7279.1,1,2022-07-03,"14:40:00"
"17315",6730.7,1,2022-07-03,"14:50:00"
"17316",6312.3,1,2022-07-03,"15:00:00"
"17317",5894.9,1,2022-07-03,"15:10:00"
"17318",5419,1,2022-07-03,"15:20:00"
"17319",5017.7,1,2022-07-03,"15:30:00"
"17320",4411.8,1,2022-07-03,"15:40:00"
"17321",3949.1,1,2022-07-03,"15:50:00"
"17322",3459.1,1,2022-07-03,"16:00:00"
"17323",3016.5,1,2022-07-03,"16:10:00"
"17324",1936.7,1,2022-07-03,"16:20:00"
"17325",2174.7,1,2022-07-03,"16:30:00"
"17326",1790.5,1,2022-07-03,"16:40:00"
"17327",1347.9,1,2022-07-03,"16:50:00"
"17328",982,1,2022-07-03,"17:00:00"
"17329",661.4,1,2022-07-03,"17:10:00"
"17330",353.9,1,2022-07-03,"17:20:00"
"17331",184.5,1,2022-07-03,"17:30:00"
"17332",68.6,1,2022-07-03,"17:40:00"
"17333",16.1,1,2022-07-03,"17:50:00"
"17334",1,1,2022-07-03,"18:00:00"
"17335",0,1,2022-07-03,"18:10:00"
"17336",0,1,2022-07-03,"18:20:00"
"17337",0,1,2022-07-03,"18:30:00"
"17338",0,1,2022-07-03,"18:40:00"
"17339",0,1,2022-07-03,"18:50:00"
"17340",0,1,2022-07-03,"19:00:00"
"17341",0,1,2022-07-03,"19:10:00"
"17342",0,1,2022-07-03,"19:20:00"
"17343",0,1,2022-07-03,"19:30:00"
"17344",0,1,2022-07-03,"19:40:00"
"17345",0,1,2022-07-03,"19:50:00"
"17346",0,1,2022-07-03,"20:00:00"
"17347",0,1,2022-07-03,"20:10:00"
"17348",0,1,2022-07-03,"20:20:00"
"17349",0,1,2022-07-03,"20:30:00"
"17350",0,1,2022-07-03,"20:40:00"
"17351",0,1,2022-07-03,"20:50:00"
"17352",0,1,2022-07-03,"21:00:00"
"17353",0,1,2022-07-03,"21:10:00"
"17354",0,1,2022-07-03,"21:20:00"
"17355",0,1,2022-07-03,"21:30:00"
"17356",0,1,2022-07-03,"21:40:00"
"17357",0,1,2022-07-03,"21:50:00"
"17358",0,1,2022-07-03,"22:00:00"
"17359",0,1,2022-07-03,"22:10:00"
"17360",0,1,2022-07-03,"22:20:00"
"17361",0,1,2022-07-03,"22:30:00"
"17362",0,1,2022-07-03,"22:40:00"
"17363",0,1,2022-07-03,"22:50:00"
"17364",0,1,2022-07-03,"23:00:00"
"17365",0,1,2022-07-03,"23:10:00"
"17366",0,1,2022-07-03,"23:20:00"
"17367",0,1,2022-07-03,"23:30:00"
"17368",0,1,2022-07-03,"23:40:00"
"17369",0,1,2022-07-03,"23:50:00"
"17370",0,1,2022-07-04,NA
"17371",0,1,2022-07-04,"00:10:00"
"17372",0,1,2022-07-04,"00:20:00"
"17373",0,1,2022-07-04,"00:30:00"
"17374",0,1,2022-07-04,"00:40:00"
"17375",0,1,2022-07-04,"00:50:00"
"17376",0,1,2022-07-04,"01:00:00"
"17377",0,1,2022-07-04,"01:10:00"
"17378",0,1,2022-07-04,"01:20:00"
"17379",0,1,2022-07-04,"01:30:00"
"17380",0,1,2022-07-04,"01:40:00"
"17381",0,1,2022-07-04,"01:50:00"
"17382",0,1,2022-07-04,"02:00:00"
"17383",0,1,2022-07-04,"02:10:00"
"17384",0,1,2022-07-04,"02:20:00"
"17385",0,1,2022-07-04,"02:30:00"
"17386",0,1,2022-07-04,"02:40:00"
"17387",0,1,2022-07-04,"02:50:00"
"17388",0,1,2022-07-04,"03:00:00"
"17389",0,1,2022-07-04,"03:10:00"
"17390",0,1,2022-07-04,"03:20:00"
"17391",0,1,2022-07-04,"03:30:00"
"17392",0,1,2022-07-04,"03:40:00"
"17393",0,1,2022-07-04,"03:50:00"
"17394",0,1,2022-07-04,"04:00:00"
"17395",0,1,2022-07-04,"04:10:00"
"17396",0,1,2022-07-04,"04:20:00"
"17397",0,1,2022-07-04,"04:30:00"
"17398",0,1,2022-07-04,"04:40:00"
"17399",0,1,2022-07-04,"04:50:00"
"17400",0,1,2022-07-04,"05:00:00"
"17401",0,1,2022-07-04,"05:10:00"
"17402",0,1,2022-07-04,"05:20:00"
"17403",0,1,2022-07-04,"05:30:00"
"17404",0,1,2022-07-04,"05:40:00"
"17405",0,1,2022-07-04,"05:50:00"
"17406",0,1,2022-07-04,"06:00:00"
"17407",0,1,2022-07-04,"06:10:00"
"17408",7.1,1,2022-07-04,"06:20:00"
"17409",45.4,1,2022-07-04,"06:30:00"
"17410",137.1,1,2022-07-04,"06:40:00"
"17411",259.1,1,2022-07-04,"06:50:00"
"17412",488,1,2022-07-04,"07:00:00"
"17413",860,1,2022-07-04,"07:10:00"
"17414",1249.1,1,2022-07-04,"07:20:00"
"17415",1545.6,1,2022-07-04,"07:30:00"
"17416",1978.1,1,2022-07-04,"07:40:00"
"17417",2402.5,1,2022-07-04,"07:50:00"
"17418",2769.5,1,2022-07-04,"08:00:00"
"17419",2645.5,1,2022-07-04,"08:10:00"
"17420",3387.5,1,2022-07-04,"08:20:00"
"17421",4288.8,1,2022-07-04,"08:30:00"
"17422",5045,1,2022-07-04,"08:40:00"
"17423",4056.9,1,2022-07-04,"08:50:00"
"17424",5525.9,1,2022-07-04,"09:00:00"
"17425",5627.7,1,2022-07-04,"09:10:00"
"17426",5552.1,1,2022-07-04,"09:20:00"
"17427",7411.2,1,2022-07-04,"09:30:00"
"17428",7631,1,2022-07-04,"09:40:00"
"17429",7956.6,1,2022-07-04,"09:50:00"
"17430",7640,1,2022-07-04,"10:00:00"
"17431",9040.4,1,2022-07-04,"10:10:00"
"17432",9622.1,1,2022-07-04,"10:20:00"
"17433",9227.9,1,2022-07-04,"10:30:00"
"17434",10311.7,1,2022-07-04,"10:40:00"
"17435",9132.2,1,2022-07-04,"10:50:00"
"17436",8836.8,1,2022-07-04,"11:00:00"
"17437",8302.4,1,2022-07-04,"11:10:00"
"17438",7967.7,1,2022-07-04,"11:20:00"
"17439",8676.5,1,2022-07-04,"11:30:00"
"17440",6779.1,1,2022-07-04,"11:40:00"
"17441",6106.6,1,2022-07-04,"11:50:00"
"17442",6869.8,1,2022-07-04,"12:00:00"
"17443",8023.2,1,2022-07-04,"12:10:00"
"17444",8882.1,1,2022-07-04,"12:20:00"
"17445",10857.2,1,2022-07-04,"12:30:00"
"17446",8023.2,1,2022-07-04,"12:40:00"
"17447",11367.3,1,2022-07-04,"12:50:00"
"17448",8657.3,1,2022-07-04,"13:00:00"
"17449",6873.8,1,2022-07-04,"13:10:00"
"17450",7903.2,1,2022-07-04,"13:20:00"
"17451",8684.5,1,2022-07-04,"13:30:00"
"17452",6030,1,2022-07-04,"13:40:00"
"17453",8476.8,1,2022-07-04,"13:50:00"
"17454",8983,1,2022-07-04,"14:00:00"
"17455",5582.3,1,2022-07-04,"14:10:00"
"17456",4143.7,1,2022-07-04,"14:20:00"
"17457",2377.3,1,2022-07-04,"14:30:00"
"17458",2792.7,1,2022-07-04,"14:40:00"
"17459",1486.1,1,2022-07-04,"14:50:00"
"17460",1351,1,2022-07-04,"15:00:00"
"17461",1670.6,1,2022-07-04,"15:10:00"
"17462",1472,1,2022-07-04,"15:20:00"
"17463",661.4,1,2022-07-04,"15:30:00"
"17464",680.5,1,2022-07-04,"15:40:00"
"17465",953.7,1,2022-07-04,"15:50:00"
"17466",1178.6,1,2022-07-04,"16:00:00"
"17467",922.5,1,2022-07-04,"16:10:00"
"17468",985,1,2022-07-04,"16:20:00"
"17469",919.5,1,2022-07-04,"16:30:00"
"17470",913.4,1,2022-07-04,"16:40:00"
"17471",865,1,2022-07-04,"16:50:00"
"17472",625.1,1,2022-07-04,"17:00:00"
"17473",461.7,1,2022-07-04,"17:10:00"
"17474",226.8,1,2022-07-04,"17:20:00"
"17475",142.2,1,2022-07-04,"17:30:00"
"17476",52.4,1,2022-07-04,"17:40:00"
"17477",10.1,1,2022-07-04,"17:50:00"
"17478",0,1,2022-07-04,"18:00:00"
"17479",0,1,2022-07-04,"18:10:00"
"17480",0,1,2022-07-04,"18:20:00"
"17481",0,1,2022-07-04,"18:30:00"
"17482",0,1,2022-07-04,"18:40:00"
"17483",0,1,2022-07-04,"18:50:00"
"17484",0,1,2022-07-04,"19:00:00"
"17485",0,1,2022-07-04,"19:10:00"
"17486",0,1,2022-07-04,"19:20:00"
"17487",0,1,2022-07-04,"19:30:00"
"17488",0,1,2022-07-04,"19:40:00"
"17489",0,1,2022-07-04,"19:50:00"
"17490",0,1,2022-07-04,"20:00:00"
"17491",0,1,2022-07-04,"20:10:00"
"17492",0,1,2022-07-04,"20:20:00"
"17493",0,1,2022-07-04,"20:30:00"
"17494",0,1,2022-07-04,"20:40:00"
"17495",0,1,2022-07-04,"20:50:00"
"17496",0,1,2022-07-04,"21:00:00"
"17497",0,1,2022-07-04,"21:10:00"
"17498",0,1,2022-07-04,"21:20:00"
"17499",0,1,2022-07-04,"21:30:00"
"17500",0,1,2022-07-04,"21:40:00"
"17501",0,1,2022-07-04,"21:50:00"
"17502",0,1,2022-07-04,"22:00:00"
"17503",0,1,2022-07-04,"22:10:00"
"17504",0,1,2022-07-04,"22:20:00"
"17505",0,1,2022-07-04,"22:30:00"
"17506",0,1,2022-07-04,"22:40:00"
"17507",0,1,2022-07-04,"22:50:00"
"17508",0,1,2022-07-04,"23:00:00"
"17509",0,1,2022-07-04,"23:10:00"
"17510",0,1,2022-07-04,"23:20:00"
"17511",0,1,2022-07-04,"23:30:00"
"17512",0,1,2022-07-04,"23:40:00"
"17513",0,1,2022-07-04,"23:50:00"
"17514",0,1,2022-07-05,NA
"17515",0,1,2022-07-05,"00:10:00"
"17516",0,1,2022-07-05,"00:20:00"
"17517",0,1,2022-07-05,"00:30:00"
"17518",0,1,2022-07-05,"00:40:00"
"17519",0,1,2022-07-05,"00:50:00"
"17520",0,1,2022-07-05,"01:00:00"
"17521",0,1,2022-07-05,"01:10:00"
"17522",0,1,2022-07-05,"01:20:00"
"17523",0,1,2022-07-05,"01:30:00"
"17524",0,1,2022-07-05,"01:40:00"
"17525",0,1,2022-07-05,"01:50:00"
"17526",0,1,2022-07-05,"02:00:00"
"17527",0,1,2022-07-05,"02:10:00"
"17528",0,1,2022-07-05,"02:20:00"
"17529",0,1,2022-07-05,"02:30:00"
"17530",0,1,2022-07-05,"02:40:00"
"17531",0,1,2022-07-05,"02:50:00"
"17532",0,1,2022-07-05,"03:00:00"
"17533",0,1,2022-07-05,"03:10:00"
"17534",0,1,2022-07-05,"03:20:00"
"17535",0,1,2022-07-05,"03:30:00"
"17536",0,1,2022-07-05,"03:40:00"
"17537",0,1,2022-07-05,"03:50:00"
"17538",0,1,2022-07-05,"04:00:00"
"17539",0,1,2022-07-05,"04:10:00"
"17540",0,1,2022-07-05,"04:20:00"
"17541",0,1,2022-07-05,"04:30:00"
"17542",0,1,2022-07-05,"04:40:00"
"17543",0,1,2022-07-05,"04:50:00"
"17544",0,1,2022-07-05,"05:00:00"
"17545",0,1,2022-07-05,"05:10:00"
"17546",0,1,2022-07-05,"05:20:00"
"17547",0,1,2022-07-05,"05:30:00"
"17548",0,1,2022-07-05,"05:40:00"
"17549",0,1,2022-07-05,"05:50:00"
"17550",0,1,2022-07-05,"06:00:00"
"17551",0,1,2022-07-05,"06:10:00"
"17552",6,1,2022-07-05,"06:20:00"
"17553",34.3,1,2022-07-05,"06:30:00"
"17554",114.9,1,2022-07-05,"06:40:00"
"17555",260.1,1,2022-07-05,"06:50:00"
"17556",431.5,1,2022-07-05,"07:00:00"
"17557",518.2,1,2022-07-05,"07:10:00"
"17558",639.2,1,2022-07-05,"07:20:00"
"17559",840.8,1,2022-07-05,"07:30:00"
"17560",1565.7,1,2022-07-05,"07:40:00"
"17561",1363.1,1,2022-07-05,"07:50:00"
"17562",983,1,2022-07-05,"08:00:00"
"17563",3326,1,2022-07-05,"08:10:00"
"17564",4545.9,1,2022-07-05,"08:20:00"
"17565",5450.3,1,2022-07-05,"08:30:00"
"17566",5409.9,1,2022-07-05,"08:40:00"
"17567",4229.3,1,2022-07-05,"08:50:00"
"17568",4678,1,2022-07-05,"09:00:00"
"17569",6447.4,1,2022-07-05,"09:10:00"
"17570",6788.1,1,2022-07-05,"09:20:00"
"17571",7110.7,1,2022-07-05,"09:30:00"
"17572",7553.3,1,2022-07-05,"09:40:00"
"17573",7871.9,1,2022-07-05,"09:50:00"
"17574",8246,1,2022-07-05,"10:00:00"
"17575",8539.3,1,2022-07-05,"10:10:00"
"17576",8680.5,1,2022-07-05,"10:20:00"
"17577",9041.4,1,2022-07-05,"10:30:00"
"17578",8384.1,1,2022-07-05,"10:40:00"
"17579",9391.3,1,2022-07-05,"10:50:00"
"17580",9698.8,1,2022-07-05,"11:00:00"
"17581",8091.7,1,2022-07-05,"11:10:00"
"17582",10121.2,1,2022-07-05,"11:20:00"
"17583",10108.1,1,2022-07-05,"11:30:00"
"17584",10164.5,1,2022-07-05,"11:40:00"
"17585",8935.6,1,2022-07-05,"11:50:00"
"17586",2103.1,1,2022-07-05,"12:00:00"
"17587",5203.3,1,2022-07-05,"12:10:00"
"17588",8994,1,2022-07-05,"12:20:00"
"17589",9294.5,1,2022-07-05,"12:30:00"
"17590",10914.6,1,2022-07-05,"12:40:00"
"17591",10520.4,1,2022-07-05,"12:50:00"
